,FINN-kode,Title,Address,Prisantydning,lat,lng,url,Omkostninger,Totalpris,Kommunale avg.,Boligtype,Eieform,Soverom,Primærrom,Bruksareal,Byggeår,Energimerking,Rom,Tomteareal,Bruttoareal,Eierskifte-forsikring,Formuesverdi,Søn.,,Tir.,Felleskost/mnd.,Etasje,Man.,Fellesgjeld,Ons.,Mobil,Fellesformue,Tomt,Tor.,Telefon,Fax,Renovert år,Festeavgift,Felleskost/mnd. etter avdragsfri periode,Pris med fellesgjeld,Verditakst,Sikringsordning,Grunnflate,Lør.,Låneverdi,Fre.,Solgtpris,Lånetakst,Utleiedel,price,area,price_per_m2,predicted_price,priceyness
379,172134974,"HELE OSLO FOR DINE FØTTER - Panoramautsikt - garasjepl. - Heis - 15,8 kvm.balkong.- 3 Sov. - 2 Bad","Ryenbergveien 73B, 0677 Oslo",7990000.0,59.9007,10.7901,https://www.finn.no/realestate/homes/ad.html?finnkode=172134974,201092.0,8191092.0,,Leilighet,Eier (Selveier),3,110.0,110.0,2000,D - rød,4,9920.0,122.0,,1577261.0,,18:00 - 20:00,,5014.0,7,,,,901 26 841,55828.0,,23. april,,,,,,,,,,,,,,,,8191092.0,110.0,74464.47272727273,7858487.456993641,0.04145306988417552
380,176187948,"Rålekker 3-roms topp- og endeleilighet oppusset i 2020  l  Solrik, vestvendt balkong på 8 m²  l  Attraktiv beliggenhet","Vetlandsveien 58A, 0685 Oslo",3850000.0,59.903202,10.847947,https://www.finn.no/realestate/homes/ad.html?finnkode=176187948,15357.0,4024357.0,,Leilighet,Andel,2,66.0,69.0,1960,F - rød,3,36611.0,77.0,Ja,965863.0,,1700 - 1800,28. april,3457.0,4,,159000.0,,,17332.0,,,,,,,,,,,,,,,,,,4024357.0,69.0,58324.014492753624,5185670.472630679,-0.2535339968197068
381,176187233,Lekker og nyere 4-roms hjørneleilighet -  Vestvendt balkong med sjøutsikt - Garasjeplass* - Fantastisk takterrasse.,"Sørengkaia 62, 0194 Oslo",7500000.0,59.90276,10.755657,https://www.finn.no/realestate/homes/ad.html?finnkode=176187233,199142.0,7704097.0,,Leilighet,Eier (Selveier),3,80.0,83.0,2012,C - mørkegrønn,,3435.0,93.0,Ja,1528206.0,,1700 - 1800,,4028.0,2,27. april,4955.0,,,47900.0,,,,,,,,,,,,,,,,,,7704097.0,83.0,92820.44578313253,6098339.686803398,0.23373571363880785
382,176187204,Stor 2-roms toppleilighet med hjørnebeliggenhet og fin utsikt - oppussingsobjekt. Nye vinduer i 2017. Vv/fyring inkl.,"Grefsenveien 5A, 0482 Oslo",3250000.0,59.941208,10.771399,https://www.finn.no/realestate/homes/ad.html?finnkode=176187204,10040.0,3442971.0,,Leilighet,Aksje,1,59.0,60.0,1933,G - rød,,6597.0,66.0,,1128466.0,26. april,1800 - 2000,,3360.0,5,27. april,182931.0,,,,,,,,,,,,,,,,,,,,,3442971.0,60.0,57382.85,4598954.549233931,-0.28949424432531323
383,176186230,"Stemningsfull 3 roms endeleilighet med 7,5 kvm balkong. Flotte lys og solforhold. Originale tregulv. Kort vei til marka!","Nordstjerneveien 6, 0494 Oslo",4700000.0,59.961403,10.7893,https://www.finn.no/realestate/homes/ad.html?finnkode=176186230,15385.0,4927385.0,,Leilighet,Andel,2,67.0,67.0,1953,F - rød,3,67005.0,74.0,Ja,1297127.0,26. april,1200 - 1300,,3827.0,1,,212000.0,,,,,23. april,,,,,,,,,,,,,,,,4927385.0,67.0,73543.05970149254,5055289.156320291,-0.0256266315125675
384,175803467,Lys og innbydende 1-roms med innglasset balkong. Heis. VV & Fyr inkl. Ingen dok.avg. Sentral beliggenhet!,"Bjerregaards gate 19, 0172 Oslo",3000000.0,59.9244,10.7443,https://www.finn.no/realestate/homes/ad.html?finnkode=175803467,15357.0,3077357.0,,Leilighet,Andel,1,31.0,38.0,1960,D - mørkegrønn,1,795.0,44.0,,719786.0,26. april,13:30 - 14:30,,2578.0,2,,62000.0,,,4719.0,,,,,,,,,,,,,,,,,,3077357.0,38.0,80983.07894736843,3164760.069819659,-0.028006133689347124
385,175996142,Pen 4-roms med solrik balkong - garasje - heis - IN-ordning - V.vann/fyring inkl. i felleskost.,"Økern Torgvei 9K, 0580 Oslo",2980000.0,59.9353,10.8082,https://www.finn.no/realestate/homes/ad.html?finnkode=175996142,8457.0,4573144.0,,Leilighet,Andel,3,74.0,78.0,2008,D - mørkegrønn,3,15.0,86.0,,1155184.0,26. april,17:00 - 18:00,,8200.0,2,27. april,1584687.0,,,14376.0,,,,,,,,,,,,,,,,,,4573144.0,78.0,58630.05128205128,5772386.396027427,-0.23288464849398416
386,175904903,"Pen 2,5-roms endeleilighet med trappefri adkomst - Solrike terasser - Tilbaketrukket beliggenhet - Parkeringsplass","Vardeheimveien 17G, 1088 Oslo",2950000.0,59.9415,10.9316,https://www.finn.no/realestate/homes/ad.html?finnkode=175904903,8757.0,3037564.0,,Leilighet,Andel,1,56.0,61.0,1989,,2,3175.0,67.0,,661430.0,,16:00 - 17:00,28. april,3788.0,1,,78807.0,,478 53 873,33688.0,,,,,,,,,,,,,,,,,,3037564.0,61.0,49796.13114754098,4664145.207389126,-0.4288487038197655
387,176185108,"1/2 part tomannsbolig med etterspurt og attraktiv beliggenhet i blindvei, nær friområde - Solrik terrasse","Røahagan 33 A, 0754 Oslo",4980000.0,59.950806,10.647285,https://www.finn.no/realestate/homes/ad.html?finnkode=176185108,137370.0,5117370.0,,Tomannsbolig,Eier (Selveier),2,66.0,66.0,1954,G - oransje,,560.0,71.0,Ja,1122526.0,26. april,1700 - 1800,28. april,1368.0,2,,,,,,,,,,,,,,,,,,,,,,,5117370.0,66.0,77535.90909090909,4990098.498165096,0.02518498652196577
388,176184651,"Lys og arealeffektiv 2-roms selveierleilighet med balkong, heisadkomst og garasje. Sentral og attraktiv beliggenhet.","St. Halvards gate 24, 0192 Oslo",4000000.0,59.906483,10.773585,https://www.finn.no/realestate/homes/ad.html?finnkode=176184651,111570.0,4111570.0,,Leilighet,Eier (Selveier),1,46.0,46.0,2014,C - rød,2,,52.0,Ja,,26. april,1300 - 1400,,2208.0,3,,,,,3771.0,Eiet,,,,,,,,,,,,,,,,,4111570.0,46.0,89381.95652173914,3686285.3350612125,0.10918568396014017
389,173524748,"Meget attraktiv og gjennomgående 4-roms leilighet med egen hybeldel, solrik balkong og stor garasjeplass.","Turbinveien 17, 0195 Oslo",7200000.0,59.90298,10.788047,https://www.finn.no/realestate/homes/ad.html?finnkode=173524748,15885.0,7215885.0,,Leilighet,Andel,3,103.0,106.0,2015,C - lysegrønn,,3476.0,113.0,Ja,1729797.0,26. april,1300 - 1400,,4899.0,4,,,,,6260.0,,,,,,,,,,,,,,,,,,7215885.0,106.0,68074.38679245283,7597724.824372864,-0.05156399143324286
390,176184083,"Lekker toppleilighet over 2 plan med stor solrik balkong. Heis. Strøm, varmtvann, fyring og kabel-TV inkl.","Smalgangen 20, 0188 Oslo",6200000.0,59.912895,10.760199,https://www.finn.no/realestate/homes/ad.html?finnkode=176184083,166570.0,6366570.0,,Leilighet,Eier (Selveier),2,92.0,92.0,1992,,3,8053.0,102.0,,1453760.0,26. april,1630 - 1730,,4574.0,8,27. april,,,,38330.0,,,,,,,,,,,,,,,,,,6366570.0,92.0,69201.84782608696,6685055.610200145,-0.04881366614989702
391,175972655,SOLGT! VISNINGS AVLYST!! 3 - roms selveierleilighet|Solrik balkong|Peis|Sentralt og populært område|Nærhet til alt.,"Rathkes gate 17A, 0558 Oslo",4500000.0,59.9215,10.7657,https://www.finn.no/realestate/homes/ad.html?finnkode=175972655,,,,Leilighet,Eier (Selveier),2,53.0,53.0,1897,,3,431.0,60.0,,965539.0,26. april,13:00 - 14:00,,2861.0,3,,5532.0,,958 44 243,24464.0,,,,,,,,4505532.0,,,,,,,,,,4500000.0,53.0,84905.6603773585,4142619.942147572,0.08274897282795202
392,176102774,"Lys og særegen 2-roms med hems på 11m² - Takhøyde på 3,24m - IN-ordning - Garasjeplass - Perfekt førstegangskjøp!","Alnagata 11, 0192 Oslo",2120000.0,59.9033,10.7726,https://www.finn.no/realestate/homes/ad.html?finnkode=176102774,1132.0,2996477.0,,Leilighet,Andel,1,34.0,34.0,1898,C - rød,2,3066.0,,,728336.0,,17:00 - 18:00,,7038.0,2,27. april,875345.0,,934 31 177,31766.0,,,,,,,,,,,,,,,,,,2996477.0,34.0,88131.67647058824,2903997.4371988825,0.03134905081019923
393,176101901,"Lekker og meget smakfullt oppusset 4-r selveier med solrik balkong, garasjeplass og nydelig skjermet hage. Sentralt.","Rosteds Gate 12 C, 0178 Oslo",5900000.0,59.9194,10.749,https://www.finn.no/realestate/homes/ad.html?finnkode=176101901,147724.0,6056673.0,,Leilighet,Eier (Selveier),3,76.0,76.0,1987,E - rød,4,1506.0,84.0,,1448496.0,26. april,17:00 - 18:00,,3319.0,2,27. april,8949.0,,,12806.0,,,,,,,,,,,,,,,,,,6056673.0,76.0,79693.06578947368,5642005.079717038,0.0709211264999361
394,172455605,Innholdsrik og velholdt enebolig med dobbelgarasje. Kjeller m/egen inngang. Etterspurt og sentralt boområde.,"Bolteløkka Allé 3, 0168 Oslo",28500000.0,59.927734,10.736107,https://www.finn.no/realestate/homes/ad.html?finnkode=172455605,728170.0,29228170.0,21270.0,Enebolig,Eier (Selveier),5,237.0,309.0,1895,G - gul,9,549.0,371.0,Ja,4705997.0,,1700 - 1800,,,,27. april,,,,,,,,,,,,,,,,,,,,,,29228170.0,309.0,94589.54692556635,20831428.42987729,0.3386701417246627
395,175988287,"Svært sentral og pen 2-roms med solrik uteplass. Innholdsrikt bygg med selskapslokale, trimrom, mediarom, kjellerstue mm","Friis' gate 6, 0187 Oslo",3150000.0,59.9147,10.7661,https://www.finn.no/realestate/homes/ad.html?finnkode=175988287,8457.0,3419970.0,,Leilighet,Andel,1,48.0,53.0,1987,E - rød,2,419.0,,,863084.0,26. april,12:00 - 13:00,,4596.0,1,,261513.0,,955 22 962,54810.0,,23. april,,,,,,,,,,,,,,,,3419970.0,53.0,64527.735849056604,4142619.942147572,-0.19169664484210713
396,176179850,"Stor, lekker 4-roms selveier med peis og balkong mot rolig bakgård. Generøs takhøyde. Oppgradert i nyere tid.","Bygdøy allé 62C, 0265 Oslo",8250000.0,59.918686,10.70206,https://www.finn.no/realestate/homes/ad.html?finnkode=176179850,223184.0,8644684.0,,Leilighet,Eier (Selveier),2,105.0,105.0,1898,G - oransje,4,679.0,120.0,Ja,2196347.0,26. april,1800 - 1900,,4864.0,3,27. april,171500.0,,,32774.0,,,,,,,,,,,,,,,,,,8644684.0,105.0,82330.3238095238,7532534.16621767,0.13771303769400234
397,171170743,Flott 2-roms leilighet i 3.etg med heis og balkong. Garasjeplass. Kjøkken og bad fra 2008. Ingen fellesgjeld!,"Wessels gate 8, 0165 Oslo",3950000.0,59.9197,10.7415,https://www.finn.no/realestate/homes/ad.html?finnkode=171170743,8457.0,3958457.0,,Leilighet,Andel,1,40.0,40.0,1940,F - mørkegrønn,2,819.0,45.0,,971665.0,26. april,13:00 - 14:00,,2625.0,3,,,,981 56 786,,,,,,,,,,,,,,,,,,,3958457.0,40.0,98961.425,3295141.3861300475,0.18340522654002278
398,173470547,Stilren og pen loftsleilighet på 62 kvm med solrik takterrasse og god takhøyde. Totaloppusset i 2017.,"Sorgenfrigata 36 b, 0365 Oslo",5950000.0,59.93003,10.723432,https://www.finn.no/realestate/homes/ad.html?finnkode=173470547,163840.0,6255322.0,,Leilighet,Eier (Selveier),1,62.0,62.0,1905,G - rød,2,865.0,66.0,Ja,1394428.0,26. april,1330 - 1430,,3064.0,5,,141482.0,,,6720.0,,,,,,,,,,,,,,,,,,6255322.0,62.0,100892.29032258065,4729335.865544319,0.27964783774108426
399,176178329,"Ellingsrud - Betydelig oppgradert halvpart av vertikaldelt 5-roms tomannsbolig med skjermet hage, uteplasser og garasje","Munkebekken 404, 1061 Oslo",5100000.0,59.932995,10.913586,https://www.finn.no/realestate/homes/ad.html?finnkode=176178329,8060.0,5474713.0,,Rekkehus,Andel,4,100.0,104.0,1987,E - oransje,5,25812.0,115.0,Ja,1126509.0,26. april,1630 - 1730,,4715.0,1,27. april,366653.0,,,30070.0,,,,,,,,,,,,,,,,,,5474713.0,104.0,52641.471153846156,7467343.508062476,-0.31039946024853116
400,176178312,Lekker 3-roms med fantastisk beliggenhet i grønne omgivelser. Totaloppusset i 2019. Balkong. Garasje med el-billader,"Søndre gate 12B, 0550 Oslo",5950000.0,59.918793,10.758819,https://www.finn.no/realestate/homes/ad.html?finnkode=176178312,8060.0,5978291.0,,Leilighet,Andel,2,71.0,71.0,1988,,3,,80.0,Ja,1222566.0,26. april,1830 - 1930,,4409.0,3,27. april,20231.0,,,21078.0,Eiet,,,,,,,,,,,,,,,,,5978291.0,71.0,84201.28169014085,5316051.788941068,0.11740385827299349
401,176178317,"Rålekker 4(5)-roms endeleilighet med super beliggenhet, perfekt planløsning og fantastiske solforhold. Garasjeplass","Landingsveien 46, 0767 Oslo",6100000.0,59.952427,10.65584,https://www.finn.no/realestate/homes/ad.html?finnkode=176178317,8060.0,6822060.0,,Leilighet,Andel,3,106.0,106.0,1975,D - rød,4,,115.0,Ja,1565089.0,26. april,1200 - 1300,,4770.0,3,,714000.0,,,68164.0,Eiet,23. april,,,,,,,,,,,,,,,,6822060.0,106.0,64359.056603773584,7597724.824372864,-0.10768735822694175
402,175997514,"Gjennomgående og lys 3-roms med pen standard, peisovn og romslig kjøkken. Sørvendt balkong med flotte solforhold.","Edvard Griegs allé 3 B, 0479 Oslo",4900000.0,59.9384,10.7788,https://www.finn.no/realestate/homes/ad.html?finnkode=175997514,,,,Leilighet,Andel,2,69.0,69.0,1952,F - oransje,3,21295.0,77.0,,1208589.0,26. april,17:00 - 18:00,,3465.0,3,27. april,313572.0,,,3452.0,,,,,,,,5213572.0,,,,,,,,,,4900000.0,69.0,71014.49275362318,5185670.472630679,-0.05666393825921823
403,175330184,SOLGT ETTER DIREKTE BUD TIL SELGER! Pen og velholdt 3-roms andelsleilighet i 5. etasje | Solrik balkong - Garasje,"Norbygata 9, 0187 Oslo",5200000.0,59.9147,10.7627,https://www.finn.no/realestate/homes/ad.html?finnkode=175330184,8457.0,5208457.0,,Leilighet,Andel,2,89.0,91.0,1988,F - rød,3,1796.0,100.0,,1399156.0,,,,4580.0,5,,,,,59035.0,,,,,,,,,,,,,,,,,,5208457.0,91.0,57235.79120879121,6619864.952044952,-0.2397913190751524
404,176164947,Moderne 4-roms hjørneleilighet i populært område. Vestvendt balkong på 8 kvm | Nymalte overflater | Heis | Trappefritt,"Turbinveien 7, 0195 Oslo",3600000.0,59.9038,10.7876,https://www.finn.no/realestate/homes/ad.html?finnkode=176164947,8957.0,5373957.0,,Leilighet,Andel,3,81.0,85.0,2008,D - mørkegrønn,4,1113.0,92.0,,1362152.0,26. april,12:00 - 13:00,,8550.0,5,,1765000.0,,,30182.0,,,,,,,,,,,,,,,,,,5373957.0,85.0,63223.02352941177,6228721.003113786,-0.14760650660008778
405,176018453,Pen og sjarmerende 2-roms leilighet | Gjennomgående - Attraktivt og sentralt - God planløsning - Brannbalkong - Lave omk,"Trudvangveien 43, 0363 Oslo",4190000.0,59.9325,10.7157,https://www.finn.no/realestate/homes/ad.html?finnkode=176018453,10890.0,4392006.0,,Leilighet,Aksje,1,53.0,53.0,1914,F - oransje,2,8094.0,58.0,,1212204.0,26. april,14:30 - 16:00,,3349.0,2,,191116.0,,,,,,,,,,,,,,,,,,,,,4392006.0,53.0,82868.03773584905,4142619.942147572,0.05845764637819251
406,176083677,Lekker og lys 3-roms leilighet med god takhøyde og Peis | Rosett | Internett og varmtvann inkludert i felleskostnadene,"Heimdalsgata 26 F, 0561 Oslo",4200000.0,59.9158,10.7662,https://www.finn.no/realestate/homes/ad.html?finnkode=176083677,8457.0,4455972.0,,Leilighet,Andel,2,61.0,61.0,1898,G - oransje,3,1763.0,69.0,,999549.0,26. april,14:00 - 15:30,,3907.0,1,,247515.0,,,23056.0,,,,,,,,,,,,,,,,,,4455972.0,61.0,73048.72131147541,4664145.207389126,-0.04565936328054754
407,176165617,"Nyoppusset familiebolig med 2 stuer, 5 soverom, 2 nye bad, solrike terrasser og 4-roms utleiedel.","Lundliveien 28 B, 0584 Oslo",13500000.0,59.9382,10.8141,https://www.finn.no/realestate/homes/ad.html?finnkode=176165617,338842.0,13838842.0,,Enebolig,Eier (Selveier),9,257.0,264.0,1983,E - gul,11,852.0,295.0,,2110746.0,26. april,17:00 - 18:00,28. april,,,,,,,,,,,,2020,,,,,,,,,,,,,13838842.0,264.0,52419.856060606064,17897848.812893547,-0.2572012514053874
408,176140994,"Stilsikker, gjennomgående og flott 2-R med originale preg - Større balkong kommer - Nydelig bakgård - V.V og fyring inkl","Dynekilgata 19B, 0569 Oslo",3490000.0,59.9314,10.7775,https://www.finn.no/realestate/homes/ad.html?finnkode=176140994,8457.0,3604460.0,,Leilighet,Andel,1,45.0,45.0,1936,F - mørkegrønn,2,1829.0,50.0,,840907.0,26. april,13:30 - 14:30,,4526.0,3,,106003.0,,,66310.0,,,,,,,,,,,,,,,,,,3604460.0,45.0,80099.11111111111,3621094.6769060185,-0.004604409498945472
409,176105150,Romslig og pen 2-R med gj. gående planløsning og balkong. Soverom vendt mot stille bakgård. Bad fra -12 med våtromsbevis,"Skedsmogata 15C, 0655 Oslo",3500000.0,59.913,10.7818,https://www.finn.no/realestate/homes/ad.html?finnkode=176105150,,,,Leilighet,Aksje,1,51.0,51.0,1940,G - rød,2,1137.0,56.0,,885915.0,26. april,13:30 - 15:00,,4927.0,2,,221421.0,,,56888.0,,,,,,,,3721421.0,,,,,,,,,,3500000.0,51.0,68627.45098039215,4012238.6258371836,-0.13658637786079453
410,176098960,Lys 3-roms med vestvendt balkong. God og gjennomgående planløsning. Store vindusflater. Flott intern beliggenhet.,"St. Jørgens vei 15, 0662 Oslo",4400000.0,59.9212,10.7952,https://www.finn.no/realestate/homes/ad.html?finnkode=176098960,8957.0,4517199.0,,Leilighet,Andel,2,66.0,75.0,1955,E - oransje,3,61436.0,82.0,,1123534.0,26. april,15:00 - 16:00,,2914.0,2,,108242.0,,,20448.0,,,,,,,,,,,,,,,,,,4517199.0,75.0,60229.32,5576814.421561845,-0.21072560968772613
411,176100733,Innholdsrik horisontaldelt bolig (2.etg og loft) med hage og parkeringsplass - Meget sentral og barnevennlig beliggenhet,"Nordlysveien 40, 0489 Oslo",8800000.0,59.9557,10.7876,https://www.finn.no/realestate/homes/ad.html?finnkode=176100733,221342.0,9021342.0,15977.0,Tomannsbolig,Eier (Selveier),3,126.0,126.0,1960,G - oransje,,909.0,138.0,,2358058.0,26. april,17:00,,,2,27. april,,,,,,,,,,,,,,,,,,,,,,9021342.0,126.0,71597.95238095238,8901537.987476747,0.013369034105377153
412,176147603,"Tiltalende 2-roms leilighet med god beliggenhet, vestvendt terrasse på ca. 33 kvm og parkering i garasje","Dyretråkket 26, 1251 Oslo",2500000.0,59.8261,10.7828,https://www.finn.no/realestate/homes/ad.html?finnkode=176147603,8457.0,2632076.0,,Leilighet,Andel,1,54.0,60.0,1987,F - mørkegrønn,2,13483.0,67.0,,670181.0,,17:00 - 18:00,,4773.0,1,27. april,123619.0,,,3139.0,,,,,,,,,,,,,,,,,,2632076.0,60.0,43867.933333333334,4598954.549233931,-0.558056117333086
413,176075401,"Lys, velholdt hjørneleilighet med stor balkong, egen 1-roms hybel, heis og garasjeplass med ellading. Vv. og fyring ink.","Pilestredet Park 39, 0176 Oslo",7900000.0,59.9195,10.7366,https://www.finn.no/realestate/homes/ad.html?finnkode=176075401,198842.0,8098842.0,,Leilighet,Eier (Selveier),2,80.0,80.0,2005,D - mørkegrønn,4,931.0,88.0,,1594696.0,26. april,16:30 - 17:30,,3869.0,3,27. april,,,918 40 314,60472.0,,,,,,,,,,,,,,,,,,8098842.0,80.0,101235.525,5902767.712337815,0.31629974379229076
414,176174748,Enebolig i kjede i solrike og barnevennlige omgivelser | Stille blindvei | Peis | Garasje | Biloppstilling | 2 innganger,"Trosterudstien 6C, 0778 Oslo",13850000.0,59.95888,10.707067,https://www.finn.no/realestate/homes/ad.html?finnkode=176174748,361920.0,14211920.0,,Enebolig,Eier (Selveier),3,167.0,187.0,2012,C - rød,,231.0,206.0,Ja,3166069.0,26. april,1200 - 1300,,,,,,,,,,,,,,,,,,,,,,,,,,14211920.0,187.0,75999.57219251337,12878168.134943593,0.09854756408372367
415,175961401,Rålekker og innbydende 3-roms med klassiske detaljer - Totalrenovert 2017 - Tilbaketrukket og sentral beliggenhet!,"Skjelderups gate 14A, 0559 Oslo",4500000.0,59.9213,10.7668,https://www.finn.no/realestate/homes/ad.html?finnkode=175961401,1032.0,4569354.0,,Leilighet,Andel,2,61.0,61.0,1897,G - rød,3,465.0,,,1058699.0,26. april,13:00 - 14:00,,4069.0,1,,68322.0,,958 23 630,,,,,,,,,,,,,,,,,,,4569354.0,61.0,74907.44262295082,4664145.207389126,-0.02053274398295457
416,175991183,Pen 4-roms leil. i 2. etg. Sentralt beliggende med gode solforhold. Vestvendt balk. på ca. 7 m². Kort vei til off. komm,"Glimmerveien 8, 1155 Oslo",3700000.0,59.8702,10.8153,https://www.finn.no/realestate/homes/ad.html?finnkode=175991183,8457.0,3803457.0,,Leilighet,Andel,3,62.0,65.0,1957,E - rød,4,52354.0,72.0,,980933.0,,17:00 - 18:00,28. april,2890.0,2,27. april,95000.0,,410 06 216,21875.0,,,414 74 810,,,,,,,,,,,,,,,3803457.0,65.0,58514.723076923074,4924907.840009903,-0.2583951717459385
417,169903247,Særegen 3-roms i herskapelig og ærverdig villa fra 1858. Privat uteplass og parkering. Renovert bygg fra 2010.,"Kjelsåsveien 49 J, 0488 Oslo",5690000.0,59.94909,10.79452,https://www.finn.no/realestate/homes/ad.html?finnkode=169903247,159450.0,5852729.0,,Leilighet,Eier (Selveier),2,77.0,77.0,1858,F - rød,3,1164.0,85.0,,1395555.0,26. april,1300 - 1400,,3926.0,1,,3279.0,,,30029.0,,,,,,,,,,,,,,,,,,5852729.0,77.0,76009.46753246753,5707195.737872233,0.025180259371134994
418,176167618,Slemdal - Koselig enderekkehus med god standard. Barnevennlige omgivelser - 2 garasjeplasser - Gasspeis - Bygget i 2012,"Tennisveien 18J, 0777 Oslo",10500000.0,59.95338,10.698851,https://www.finn.no/realestate/homes/ad.html?finnkode=176167618,274070.0,10774070.0,,Rekkehus,Eier (Selveier),3,129.0,131.0,2012,B - gul,,157.0,143.0,Ja,2502896.0,26. april,1700 - 1800,,3589.0,,27. april,,,,23280.0,,,,,,,,,,,,,,,,,,10774070.0,131.0,82244.80916030535,9227491.278252719,0.15495511062908207
419,176015251,Meget lekker 3-roms leilighet i 6 etg. fra 2016 | God takhøyde | Usjenert | Solrik innglasset balkong | Garasje |,"Freserveien 33, 0195 Oslo",4700000.0,59.9022,10.7882,https://www.finn.no/realestate/homes/ad.html?finnkode=176015251,118842.0,4818842.0,,Leilighet,Eier (Selveier),2,60.0,60.0,2016,B - mørkegrønn,3,8952.0,,,1158036.0,26. april,16:00 - 17:00,28. april,2969.0,6,,,,951 69 623,,,,,63 81 85 17,,,,,,,,,,,,,,4818842.0,60.0,80314.03333333334,4598954.549233931,0.046704644476239565
420,175929131,"Flott 1-roms selveier, med sentral beliggenhet | Balkong | Heis | Mye pusset opp i 2019 | Fyring og vv. inkl. i felles.","Eilert Sundts gate 40, 0355 Oslo",3350000.0,59.9233,10.7205,https://www.finn.no/realestate/homes/ad.html?finnkode=175929131,85392.0,3447392.0,,Leilighet,Eier (Selveier),1,30.0,30.0,1963,G - mørkegrønn,1,568.0,33.0,,734624.0,,18:00 - 19:00,28. april,1807.0,5,,12000.0,,951 69 623,,,,,63 81 85 17,,,,,,,,,,,,,,3447392.0,30.0,114913.06666666667,2643234.8045781055,0.26561453129660606
421,176159924,Moderne enebolig i kjede med solrik hage og terrasse - Peis - Garasje og biloppstillingspl. - 2 innganger - Barnevennlig,"Sturlas vei 14 A, 0772 Oslo",13900000.0,59.94956,10.671902,https://www.finn.no/realestate/homes/ad.html?finnkode=176159924,363170.0,14263170.0,15458.0,Enebolig,Eier (Selveier),3,193.0,201.0,2016,C - oransje,,1384.0,225.0,Ja,2734120.0,26. april,1400 - 1500,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,14263170.0,201.0,70961.04477611941,13790837.349116312,0.033676278986384034
422,176155543,Super enebolig på hele 294 m² BRA i attraktivt område - Solrik og barnevennlig tomt (804 m²) - Garasje - Blindvei,"Ingiers vei 21A, 1167 Oslo",13500000.0,59.85265,10.789611,https://www.finn.no/realestate/homes/ad.html?finnkode=176155543,353520.0,13853520.0,6002.0,Enebolig,Eier (Selveier),4,240.0,294.0,1934,E - mørkegrønn,,805.0,322.0,Ja,2930642.0,26. april,1700 - 1800,,,,27. april,,,,,,,,,,,,,,,,,,,,,,13853520.0,294.0,47120.816326530614,19853568.557549372,-0.35984441520751176
423,176049807,Prisbelønnet rekkehus med svært attraktiv beliggenhet - Garasje - Privat hage med gode solforhold - Oppgradert i 2017,"Giskehagen 5, 0376 Oslo",11450000.0,59.9427,10.6895,https://www.finn.no/realestate/homes/ad.html?finnkode=176049807,301592.0,11751592.0,12000.0,Rekkehus,Eier (Selveier),3,126.0,132.0,1983,F - rød,5,205.0,146.0,,2065983.0,26. april,17:00 - 18:00,,,3,27. april,,,,,,,,,,,,,,,,,,,,,,11751592.0,132.0,89027.21212121213,9292681.936407913,0.2347615189324017
