,FINN-kode,Title,Address,Prisantydning,lat,lng,url,Omkostninger,Totalpris,Kommunale avg.,Boligtype,Eieform,Soverom,Primærrom,Bruksareal,Byggeår,Energimerking,Rom,Tomteareal,Bruttoareal,Eierskifte-forsikring,Formuesverdi,Søn.,,Tir.,Felleskost/mnd.,Etasje,Man.,Fellesgjeld,Ons.,Mobil,Fellesformue,Tomt,Tor.,Telefon,Fax,Renovert år,Festeavgift,Felleskost/mnd. etter avdragsfri periode,Pris med fellesgjeld,Verditakst,Sikringsordning,Grunnflate,Lør.,Låneverdi,Fre.,Solgtpris,Lånetakst,Utleiedel,price,area,price_per_m2,predicted_price,priceyness
857,175323738,Ris/Vinderen - Innholdsrik og flott enebolig med solrike uteområder - Garasje - Populær beliggenhet - Fjordutsikt.,"Risalléen 31A, 0776 Oslo",14000000.0,59.9485,10.6974,https://www.finn.no/realestate/homes/ad.html?finnkode=175323738,365342.0,14365342.0,14905.0,Enebolig,Eier (Selveier),4,160.0,222.0,1958,G - rød,6,752.0,244.0,,2931038.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,14365342.0,222.0,64708.747747747744,15159841.17037539,-0.053831403256985766
858,175421943,"Koselig, utbygd rekkehus med moderniseringsbehov, solrik hage/terrasser og garasje, i barnevennlige omgivelser ved marka","Munkebekken 91, 1061 Oslo",4550000.0,59.9308,10.9181,https://www.finn.no/realestate/homes/ad.html?finnkode=175421943,8457.0,4717457.0,,Rekkehus,Andel,4,127.0,134.0,1985,E - rød,5,,148.0,,1367438.0,,,,4396.0,,,159000.0,,918 01 140,6599.0,Eiet,,22 81 25 23,,,,,,,,,,,,,,,4717457.0,134.0,35204.90298507463,9423063.252718301,-0.691890338568582
859,176249885,Lys og gjennomgående 3-roms endeleilighet med solrik balkong og flott utsyn - *Garasjeleie - Idyllisk beliggenhet!,"Godals vei 24, 0871 Oslo",5290000.0,59.947407,10.757487,https://www.finn.no/realestate/homes/ad.html?finnkode=176249885,15385.0,5412385.0,,Leilighet,Andel,2,62.0,62.0,1949,G - oransje,3,11516.0,73.0,Ja,1173597.0,26. april,1700 - 1800,,3153.0,2,27. april,107000.0,,,62336.0,,,,,,,,,,,,,,,,,,5412385.0,62.0,87296.53225806452,4729335.865544319,0.134905062319973
860,175208479,Gjennomgående 3-roms selveier med 13m² veranda og 2-roms utleiedel (egen inngang) - Garasjeplass med heisadkomst - Heis,"Badebakken 2, 0467 Oslo",6990000.0,59.9461,10.761,https://www.finn.no/realestate/homes/ad.html?finnkode=175208479,189012.0,7428012.0,,Leilighet,Eier (Selveier),3,96.0,100.0,2001,D - rød,5,18324.0,110.0,,1811707.0,,17:00 - 18:00,28. april,5422.0,2,,249000.0,,981 30 933,,,,,,,,,,,,,,,,,,,7428012.0,100.0,74280.12,7206580.875441699,0.030263639951241927
861,175402415,"3-roms leilighet i toppetasjen - Stor balkong - V.vann/fyring a-konto - Garasje - Nærhet til dagligvare, buss, skoler et","Granbergstubben 190, 1275 Oslo",2500000.0,59.8268,10.8376,https://www.finn.no/realestate/homes/ad.html?finnkode=175402415,15357.0,2658388.0,,Leilighet,Andel,2,78.0,80.0,1989,F - mørkegrønn,3,49514.0,88.0,,,26. april,14:00 - 15:00,,5358.0,4,,143031.0,,,6062.0,,,,,,,,,,,,,,,,,,2658388.0,80.0,33229.85,5902767.712337815,-0.7977014206482806
862,175389580,Torshov - Lekker og moderne 2-roms leilighet i klassisk Torshovgård | Kjøkken fra HTH | Arealeffektiv planløsning,"Borger Withs gate 13, 0482 Oslo",3600000.0,59.9407,10.7754,https://www.finn.no/realestate/homes/ad.html?finnkode=175389580,6812.0,3673138.0,,Leilighet,Andel,1,44.0,51.0,1926,,1,399.0,,,874761.0,26. april,15:45 - 16:45,,2510.0,1,,66326.0,,,89808.0,,,,,,118672.0,,,,,,,,,,,,3673138.0,51.0,72022.3137254902,4012238.6258371836,-0.08830300875695585
863,159765596,"Pen, betydelig oppgradert 3-roms selveier. Urbant utsyn og to balkonger. Kjøkken, bad og toalettrom fra 2019.","Sørkedalsveien 1C, 0367 Oslo",4700000.0,59.929947,10.713733,https://www.finn.no/realestate/homes/ad.html?finnkode=159765596,130892.0,5104892.0,,Leilighet,Eier (Selveier),2,60.0,60.0,1938,F - mørkegrønn,3,,66.0,Ja,1337229.0,,,,4348.0,5,,274000.0,,,,Eiet,,,,,,,,,,1278.0,,,,,,,5104892.0,60.0,85081.53333333334,4598954.549233931,0.10437028990395625
864,175415082,Stor og romslig 3-roms leilighet - Oppussingsobjekt - God planløsning - Garasjeplass - Gode Solforhold,"Nebbejordet 27, 1266 Oslo",2550000.0,59.8453,10.8104,https://www.finn.no/realestate/homes/ad.html?finnkode=175415082,1132.0,2634764.0,,Leilighet,Andel,2,79.0,79.0,1983,F - mørkegrønn,3,35306.0,87.0,,806279.0,,,,4995.0,2,,83632.0,,413 67 981,10909.0,,,,,,,,,,,,,,,,,,2634764.0,79.0,33351.443037974685,5837577.054182621,-0.7955222083529687
865,175117345,Ullern - Stort attraktivt enderekkehus - barnevennlig - flott hage - terrasser - gode solforhold - egen kjellerinngang.,"Kvernfaret 48, 0383 Oslo",10690000.0,59.9284,10.6306,https://www.finn.no/realestate/homes/ad.html?finnkode=175117345,15619.0,10855356.0,,Rekkehus,Andel,4,146.0,146.0,1954,F - oransje,6,20384.0,159.0,,2079859.0,,,,4631.0,,,149737.0,,,18867.0,,,,,,,,,,,,,,,,,,10855356.0,146.0,74351.75342465754,10205351.150580632,0.06174639340920507
866,175414493,3-roms - Lys og pen leilighet - Peis - Stor innglasset balkong - Nytt bad fra 2019 - Kort vei til senter og off. komm.,"Erlends vei 50, 0669 Oslo",3500000.0,59.917065,10.839104,https://www.finn.no/realestate/homes/ad.html?finnkode=175414493,15385.0,3722385.0,,Leilighet,Andel,2,74.0,74.0,1965,G - rød,3,100020.0,82.0,Ja,851268.0,,,,4253.0,1,,207000.0,,,,,,,,,,,,,,,,,,,,,3722385.0,74.0,50302.5,5511623.76340665,-0.3924946817724102
867,175413373,Unik og rålekker 2-roms leilighet | Alt nytt og ubrukt 2020 | Heis | Felles takterrasse med sol fra morgen til kveld.,"Pilestredet 77, 0354 Oslo",4950000.0,59.92797,10.72866,https://www.finn.no/realestate/homes/ad.html?finnkode=175413373,141152.0,5091152.0,,Leilighet,Eier (Selveier),1,39.0,42.0,2020,B - mørkegrønn,,2464.0,47.0,,,,,,2132.0,3,,,,,,,,,,,,,,,,,,,,,,,5091152.0,42.0,121217.90476190476,3425522.702440436,0.39625005716310113
868,170311077,PILESTREDET PARK: Attraktiv 3-roms m/balkong. Garasje. Heis. Fyring og vv. inkl. i fk. To soverom m/walk-in closet.,"Wessels gate 8, 0165 Oslo",6750000.0,59.919647,10.741534,https://www.finn.no/realestate/homes/ad.html?finnkode=170311077,8905.0,6943803.0,,Leilighet,Andel,2,88.0,88.0,1940,G - mørkegrønn,4,819.0,98.0,,1687399.0,,16:30 - 17:30,,5083.0,4,,184898.0,29. april,,19824.0,,,,,,,,,,,,,,,,,,6943803.0,88.0,78906.85227272728,6424292.977579368,0.07776302481387454
869,175412053,"Usjenert familiebolig med panoramautsikt | Stor, solrik terrasse på 46 kvm | Hage | Garasje | Biloppstilling | Peis |","Holmenkollveien 129 J, 0787 Oslo",11900000.0,59.961277,10.673042,https://www.finn.no/realestate/homes/ad.html?finnkode=175412053,309070.0,12209070.0,,Rekkehus,Eier (Selveier),3,199.0,208.0,1986,E - oransje,,4104.0,229.0,Ja,2617393.0,,,,4500.0,,,,,,47113.0,,,,,,,,,,,,,,,,,,12209070.0,208.0,58697.45192307692,14247171.956202673,-0.15437930965958913
870,172337302,Lekker og modernisert 3-roms | Balkong med gode solforhold mot rolig område | Meget god internbel. | Garasjeplass*,"Mandalls gate 12, 0190 Oslo",4490000.0,59.911,10.7637,https://www.finn.no/realestate/homes/ad.html?finnkode=172337302,113592.0,4603592.0,,Leilighet,Eier (Selveier),2,50.0,50.0,2006,,3,426.0,55.0,,969855.0,,,,2834.0,5,,,,,11999.0,,,,,,,,,,,,,,,,,,4603592.0,50.0,92071.84,3947047.9676819895,0.15386891878633868
871,172772566,"MANGLERUD: Attraktiv 4-roms toppleilighet m/vestvendt balkong! Gode solforhold. Nytt gulv, samt ny innredning bad 2020.","Rugveien 55, 0679 Oslo",3990000.0,59.89588,10.818905,https://www.finn.no/realestate/homes/ad.html?finnkode=172772566,8742.0,4199279.0,,Leilighet,Andel,3,69.0,69.0,1961,F - rød,4,12430.0,75.0,,,,,,3630.0,4,,200537.0,,,48826.0,,,,,,,,,,,,,,,,,,4199279.0,69.0,60859.115942028984,5185670.472630679,-0.21098629948955328
872,175407456,Stor og lys 4(5)-roms leilighet med solrik balkong fra 2019 | Meget egnet utleieobjekt | Moderniseringsbehov | Velkommen,"Pilestredet 65A, 0350 Oslo",5900000.0,59.924603,10.7307415,https://www.finn.no/realestate/homes/ad.html?finnkode=175407456,167322.0,6165182.0,,Leilighet,Eier (Selveier),3,72.0,72.0,1897,G - oransje,4,592.0,82.0,Ja,1521882.0,26. april,1430 - 1530,,4910.0,3,,97860.0,,,11202.0,,,,,,,,,,,,,,,,,,6165182.0,72.0,85627.52777777778,5381242.447096262,0.1359983720392801
873,175306401,"Lekker, gjennomgående 3-roms leilighet i et meget veletablert boligområde på Majorstuen - Solrik balkong | 2 ildsteder","Trudvangveien 2B, 0363 Oslo",8800000.0,59.929,10.7203,https://www.finn.no/realestate/homes/ad.html?finnkode=175306401,221342.0,9021342.0,,Leilighet,Eier (Selveier),2,103.0,103.0,1923,G - oransje,3,1720.0,112.0,,1971103.0,,,,2900.0,1,,,,986 89 090,31183.0,,,,,,,,,,,,,,,,,,9021342.0,103.0,87585.84466019417,7402152.849907282,0.19782221993301263
874,175133662,Pen 3- roms hjørneleilighet som ligger skjermet til med vestvendt balkong og garasjeplass - Heis i bygget,"Maridalsveien 211B, 0469 Oslo",5200000.0,59.9435,10.7636,https://www.finn.no/realestate/homes/ad.html?finnkode=175133662,137524.0,5583524.0,,Leilighet,Eier (Selveier),2,63.0,65.0,2005,D - rød,3,5355.0,71.0,,1268673.0,,,,3700.0,4,,246000.0,,,4320.0,,,,,,,,,,,,,,,,,,5583524.0,65.0,85900.36923076923,4924907.840009903,0.1255145565130018
875,175216243,Lekker 2-roms med gjennomgående god standard og planløsning. Flott utsikt fra 10. Etasje. Varmtvann og fyring inkl.,"Ammerudhellinga 72, 0959 Oslo",2700000.0,59.9638,10.8775,https://www.finn.no/realestate/homes/ad.html?finnkode=175216243,8957.0,2862486.0,,Leilighet,Andel,1,46.0,46.0,1967,D - lysegrønn,2,13706.0,48.0,,623253.0,,,,3186.0,10,,153529.0,,478 84 004,35873.0,,,,,,,,,,,,,,,,,,2862486.0,46.0,62227.95652173913,3686285.3350612125,-0.2529287887015528
876,175341010,"Stor, innholdsrik enebolig med utleiedel | Panoramautsikt over fjorden | Solrikt og usjenert | Store terrasser","Bekkelagsterrassen 19B, 1177 Oslo",17500000.0,59.8745,10.7801,https://www.finn.no/realestate/homes/ad.html?finnkode=175341010,438842.0,17938842.0,30201.0,Enebolig,Eier (Selveier),6,324.0,355.0,1972,F - rød,,1083.0,382.0,,2853074.0,,,,,2,,,,922 55 889,,,,,,,,,,,,,,,,,,,17938842.0,355.0,50531.94929577465,23830198.705016218,-0.2839853234631846
877,175401240,FANTASTISK FIN FUNKISLEILIGHET - Strøken og stilren 2-roms selveier - Balkong under utredning - Heis,"Bentsegata 6 A, 0465 Oslo",3950000.0,59.937935,10.758,https://www.finn.no/realestate/homes/ad.html?finnkode=175401240,115742.0,4134608.0,,Leilighet,Eier (Selveier),1,54.0,54.0,1939,F - mørkegrønn,2,780.0,60.0,Ja,1018440.0,,,,4192.0,3,,68866.0,,,37624.0,,,,,,,,,,,,,,,,,,4134608.0,54.0,76566.81481481482,4207810.600302766,-0.01754994149057154
878,175174053,Stor 3-roms m/innglasset balkong og moderniseringsbehov | Godt potensial |Meget barnevennlig område | Ingen forkjøpsrett,"Rødtvetveien 9C, 0955 Oslo",2850000.0,59.9521,10.8596,https://www.finn.no/realestate/homes/ad.html?finnkode=175174053,1132.0,2915132.0,,Leilighet,Andel,2,68.0,76.0,1961,G - rød,3,15879.0,84.0,,824025.0,,,,2999.0,3,,64000.0,,416 64 086,16938.0,,,,,,375000.0,,,,,,,,,,,,2915132.0,76.0,38357.0,5642005.079717038,-0.660324411123101
879,167471509,"Totaloppusset, lekker 4-roms topp/endeleilighet med fantastisk utsikt. Garasjeplass, heis, balkong og solrik terrasse.","Hoffsjef Løvenskiolds vei 37, 0382 Oslo",10800000.0,59.93155,10.646625,https://www.finn.no/realestate/homes/ad.html?finnkode=167471509,281570.0,11081570.0,,Leilighet,Eier (Selveier),3,126.0,128.0,1985,G - rød,4,28159.0,140.0,,2037530.0,,,,4856.0,3,,,,,70377.0,,,,,,,,,,,,,,,,,,11081570.0,128.0,86574.765625,9031919.303787136,0.2045184757033951
880,175397323,Lys og pen 4-roms endeleilighet med solrik balkong på 8 kvm - 2 minutter til t-bane/buss - Garasjeplass kan kjøpes.,"Etterstadsletta 21 A, 0660 Oslo",4900000.0,59.911503,10.797887,https://www.finn.no/realestate/homes/ad.html?finnkode=175397323,15385.0,4990385.0,,Leilighet,Andel,3,79.0,79.0,1949,E - rød,4,44841.0,90.0,Ja,1214552.0,26. april,1630 - 1730,,3697.0,2,,75000.0,,,31298.0,,,,,,,,,,,,,,,,,,4990385.0,79.0,63169.43037974684,5837577.054182621,-0.15680276167207197
881,175161444,"Flott 1 (2)-roms med god planløsning, balkong og peis. Rolige omgivelser, lave felleskostnader og nærhet til Akerselva","Hesteskoen 2, 0493 Oslo",3200000.0,59.9615,10.7755,https://www.finn.no/realestate/homes/ad.html?finnkode=175161444,83592.0,3373875.0,,Leilighet,Eier (Selveier),0,42.0,42.0,1961,E - oransje,1,44641.0,46.0,,873756.0,,,,2635.0,2,,90283.0,,478 84 004,,,,,,,,,,,,,,,,,,,3373875.0,42.0,80330.35714285714,3425522.702440436,-0.015192138497846841
882,175396482,1(2)-roms m/balkong i 7 etg. med heis. Lave felleskost. Vvann/fyring og Tv/internett inkl. Parkering. Flott utleieobjekt,"St. Halvards gate 25E, 0192 Oslo",2850000.0,59.906075,10.772115,https://www.finn.no/realestate/homes/ad.html?finnkode=175396482,84320.0,2996549.0,,Leilighet,Eier (Selveier),,36.0,36.0,1940,G - rød,1,1750.0,41.0,,,,,,2358.0,7,,62229.0,,,44868.0,,,,,,,,,,,,,,,,,,2996549.0,36.0,83237.47222222222,3034378.753509271,-0.012545416299083456
883,175383379,Pent og oppusset rekkehus - Delikat bad fra 2018 - Solrik terrasse med hage - Garasjeplass - Flytt rett inn!,"Kantarellen terrasse 6, 1286 Oslo",3750000.0,59.8489,10.813,https://www.finn.no/realestate/homes/ad.html?finnkode=175383379,1132.0,3876860.0,,Rekkehus,Andel,3,108.0,112.0,1989,F - mørkegrønn,4,42302.0,122.0,,1120472.0,,,,7424.0,,,125728.0,,413 67 981,35122.0,,,,,,,,,,,,,,,,,,3876860.0,112.0,34614.82142857143,7988868.773304029,-0.7230236218001966
884,175392094,Nyoppusset (2020) og lekker 3(4)- roms med separat kjøkken og nordvestvendt balkong - Bad fra 2010 - Forkjøp avklart!,"Beiteveien 2, 0679 Oslo",3950000.0,59.897385,10.815315,https://www.finn.no/realestate/homes/ad.html?finnkode=175392094,15335.0,4166335.0,,Leilighet,Andel,2,70.0,70.0,1961,D - rød,,43236.0,75.0,,498189.0,26. april,1400 - 1500,,3630.0,2,,201000.0,,,48826.0,,,,,,,,,,,,,,,,,,4166335.0,70.0,59519.07142857143,5250861.130785873,-0.23135533559261567
885,163031995,"Svært lekker 4-roms designleilighet. Påkostet materialvalg. Renovert i 2018. 2 ildsteder, 2 bad. Garasjeleie!","Bygdøy allé 67A, 0265 Oslo",15490000.0,59.919033,10.702444,https://www.finn.no/realestate/homes/ad.html?finnkode=163031995,402320.0,15892320.0,,Leilighet,Eier (Selveier),2,192.0,192.0,1899,C - mørkegrønn,4,682.0,218.0,Ja,3166418.0,,,,3255.0,1,,,,,,,,,,,,,,,,,,,,,,,15892320.0,192.0,82772.5,13204121.425719565,0.18530696358696375
886,172963802,Fantastisk topp-/endeleil. på 177 kvm o/ 2 plan - Panoramautsikt - Solrike terrasser - 4 sov/2 stuer - Garasje m/lader,"Olav Aukrusts vei 2F, 0785 Oslo",12900000.0,59.9542,10.6609,https://www.finn.no/realestate/homes/ad.html?finnkode=172963802,334512.0,13330424.0,,Leilighet,Eier (Selveier),4,177.0,177.0,1979,F - gul,6,21154.0,199.0,,2216657.0,,,,4363.0,3,,95912.0,,,23657.0,,,,,,,,,,,,,,,,,,13330424.0,177.0,75313.12994350282,12226261.553391652,0.08646271704853703
887,170394610,Gjennomgående 2-roms selveier med attraktiv beliggenhet - Balkong - Varmtvann inkl - Moderniseringsbehov,"Frøyas gate 1, 0273 Oslo",4000000.0,59.9176,10.6965,https://www.finn.no/realestate/homes/ad.html?finnkode=170394610,101342.0,4101342.0,,Leilighet,Eier (Selveier),1,56.0,56.0,1976,,2,1286.0,62.0,,1229148.0,,,,2015.0,1,,,,901 26 841,,,,,,,,,,,,,,,,,,,4101342.0,56.0,73238.25,4338191.916613154,-0.056143415004447306
888,172209792,Nyere 4-roms hjørneleilighet fra 2018 med god planløsning og garasjeplass|Sentral og rolig beliggenhet,"Sigurd Hoels Vei 112, 0655 Oslo",5600000.0,59.9185,10.7876,https://www.finn.no/realestate/homes/ad.html?finnkode=172209792,141342.0,5741342.0,,Leilighet,Eier (Selveier),3,75.0,75.0,2018,B - mørkegrønn,4,4525.0,83.0,,1312230.0,,,,3400.0,2,,,,,3322.0,,,,,,,,,,,,,,,,,,5741342.0,75.0,76551.22666666667,5576814.421561845,0.029075259735405368
889,175386585,Moderne 2-roms m/ egen hage og innglasset balkong i solrike omgivelser - Garasjeplass - Flott bad og kjøkken - Trappefri,"Odvar Solbergs vei 142, 0973 Oslo",2250000.0,59.96947,10.902378,https://www.finn.no/realestate/homes/ad.html?finnkode=175386585,15385.0,2675385.0,,Leilighet,Andel,1,52.0,69.0,1973,F - rød,2,78754.0,74.0,Ja,711692.0,,,,3574.0,1,,410000.0,,,20173.0,,,,,,,,,,,,,,,,,,2675385.0,69.0,38773.69565217391,5185670.472630679,-0.6618058481504274
890,175385419,"Lys, delikat fabrikkleilighet (ny 2014/15) over to plan | Fjernvarme | Balansert ventilasjon | Integ. hvitevarer","Helgesens gate 42 F, 0553 Oslo",4400000.0,59.924145,10.76469,https://www.finn.no/realestate/homes/ad.html?finnkode=175385419,7810.0,4407810.0,,Leilighet,Andel,1,80.0,82.0,1884,G - mørkegrønn,3,1641.0,98.0,Ja,1310839.0,,,,6799.0,,,,,,46412.0,,,,,,,,,,,,,,,,,,4407810.0,82.0,53753.78048780488,6033149.028648203,-0.3138911339258552
891,174577539,"Majorstuen - Lekker, nyoppusset 3-roms hjørneleil. Heis, tilgang felles terr. på 100m2 i indre gårdsrom i samme etasje","Majorstuveien 26, 0367 Oslo",4450000.0,59.92624,10.716934,https://www.finn.no/realestate/homes/ad.html?finnkode=174577539,,,,Leilighet,Eier (Selveier),2,48.0,48.0,1976,F - rød,,672.0,,Ja,1108740.0,26. april,1330 - 1415,,2244.0,,,24950.0,,,11926.0,,,,,,,,4474950.0,,,,,,,,,,4450000.0,48.0,92708.33333333333,3816666.651371601,0.15352665885345118
892,175091041,Lys og gjennomgående 3(4)-roms med solrik balkong og peis - A.kto varmtvann/fyring -Mulighet for parkeringsleie,"Halvdan Svartes gate 4A, 0268 Oslo",6950000.0,59.9206,10.6931,https://www.finn.no/realestate/homes/ad.html?finnkode=175091041,177712.0,7233276.0,,Leilighet,Eier (Selveier),2,76.0,76.0,1937,C - gul,3,1658.0,84.0,,1568722.0,26. april,14:30 - 15:30,,4258.0,2,,105564.0,,,24549.0,,,,,,,,,,,,,,,,,,7233276.0,76.0,95174.68421052632,5642005.079717038,0.24845253266042988
893,169887884,Eksklusiv 2-roms frontleilighet med stor balkong og fantastisk utsikt - Påkostet - Kort vei til alt,"Trelastgata 21, 0191 Oslo",6000000.0,59.9081,10.7618,https://www.finn.no/realestate/homes/ad.html?finnkode=169887884,151462.0,6156796.0,,Leilighet,Eier (Selveier),1,53.0,53.0,2014,C - mørkegrønn,2,1965.0,58.0,,1056125.0,,,,2845.0,13,,5334.0,,,6540.0,,,,,,,,,,,,,,,,,,6156796.0,53.0,116165.96226415095,4142619.942147572,0.39622808841251356
894,173416003,Rålekker og påkostet hjørneleilighet med flotte og klassiske detaljer. God takhøyde. Svært attraktiv beliggenhet!,"Sporveisgata 23 B, 0354 Oslo",6490000.0,59.9258,10.7268,https://www.finn.no/realestate/homes/ad.html?finnkode=173416003,163592.0,6653592.0,,Leilighet,Eier (Selveier),2,82.0,82.0,1877,G - rød,3,380.0,94.0,,1549060.0,,,,1985.0,3,,,,,,,,,,,,,,,,,,,,,,,6653592.0,82.0,81141.36585365854,6033149.028648203,0.09788775781578707
895,175380281,Lys og hyggelig leilighet over 2 plan med balkong og egen idyllisk hage. 3 soverom. Stor utebod.,"Bredo Stabells vei 9 A, 0854 Oslo",8500000.0,59.942833,10.744721,https://www.finn.no/realestate/homes/ad.html?finnkode=175380281,,,,Leilighet,Andel,3,86.0,89.0,1923,G - oransje,,9552.0,,Ja,1435375.0,,,,3869.0,2,,281540.0,,,21554.0,,,,,,,,8781540.0,,,,,,,,,,8500000.0,89.0,95505.61797752809,6489483.635734563,0.2698831990065109
896,175305513,Nydelig 3-roms i grønne omgivelser - Nyoppusset i 2020 - Herlig balkong - VISNING SØN 26.4 kl 1300-1430.,"Rugveien 35, 0679 Oslo",4190000.0,59.8942,10.8163,https://www.finn.no/realestate/homes/ad.html?finnkode=175305513,15357.0,4385357.0,,Leilighet,Andel,2,67.0,75.0,1956,E - rød,3,75929.0,80.0,,,26. april,13:00 - 14:30,,3860.0,2,,180000.0,,,30639.0,,,,,,,,,,,,,,,,,,4385357.0,75.0,58471.426666666666,5576814.421561845,-0.24034668475773202
897,175234466,Familievennlig enebolig beliggende i et veletablert og skjermet boligområde på Brenna - syd/vestvendt terrasse - Carport,"Bilittkroken 36, 1279 Oslo",5300000.0,59.847,10.8401,https://www.finn.no/realestate/homes/ad.html?finnkode=175234466,133842.0,5433842.0,14262.0,Enebolig,Eier (Selveier),3,113.0,124.0,1997,F - mørkegrønn,5,359.0,135.0,,1318596.0,26. april,12:30 - 13:30,,,,,,,957 46 063,,,,,,,,,,,,,,,,,,,5433842.0,124.0,43821.3064516129,8771156.67116636,-0.4788222528216295
898,174621413,Attraktiv 3-roms med nyoppusset kjøkken fra 2018 og god arealutnyttelse. Hyggelig vedovn i stuen - Gjennomgående,"Danmarks gate 12B, 0658 Oslo",3700000.0,59.9077,10.7867,https://www.finn.no/realestate/homes/ad.html?finnkode=174621413,98424.0,3981269.0,,Leilighet,Eier (Selveier),2,60.0,60.0,1892,G - oransje,3,651.0,66.0,,999549.0,,,,4653.0,1,,182845.0,,,,,,,,,,,,,,,,,,,,,3981269.0,60.0,66354.48333333334,4598954.549233931,-0.14422839306177337
899,175152365,3R - varmtvann og fyring inkl. - garasje med el.billader - to verdandaer - heis - barnevennlig - populær beliggenhet,"Lofsrudhøgda 209, 1281 Oslo",3290000.0,59.8458,10.8261,https://www.finn.no/realestate/homes/ad.html?finnkode=175152365,97642.0,3618167.0,,Leilighet,Eier (Selveier),2,75.0,79.0,1986,F - mørkegrønn,3,36153.0,84.0,,877959.0,,,,4758.0,3,,230525.0,,,10250.0,,,,,,,,,,,,,,,,,,3618167.0,79.0,45799.582278481015,5837577.054182621,-0.47834827876162755
900,174633147,Romslig 3-roms leilighet med balkong  - Garasjeplass og heis -Felles takterrasse med fantastisk utsikt -Hyggelig bakgård,"Stensgata 36A, 0358 Oslo",5950000.0,59.9324,10.7324,https://www.finn.no/realestate/homes/ad.html?finnkode=174633147,15357.0,6135357.0,,Leilighet,Andel,2,72.0,72.0,2002,C - rød,3,1724.0,80.0,,1452212.0,,,,3835.0,2,,170000.0,,,28106.0,,,,,,,,,,,,,,,,,,6135357.0,72.0,85213.29166666667,5381242.447096262,0.13114898154533527
901,159616015,Skap din drømmeleilighet! 3(4)-roms endeleilighet med trappefri adkomst | Gode solforhold & utsikt I Marka | Garasje,"Grindbakken 2, 0764 Oslo",5450000.0,59.972496,10.6447935,https://www.finn.no/realestate/homes/ad.html?finnkode=159616015,15185.0,5846522.0,,Leilighet,Andel,2,96.0,96.0,1983,E - rød,,17778.0,106.0,Ja,1612198.0,,1500 - 1630,,4608.0,1,27. april,381337.0,,,15287.0,,,,,,,,,,,,,,,,,,5846522.0,96.0,60901.270833333336,6945818.242820922,-0.17229283228092918
902,175101593,Stor 4-roms leilighet med god planløsning. Sentral beliggenhet - Peis - Flotte turmuligheter/lekeområder i området.,"Rugveien 81, 0679 Oslo",3800000.0,59.8981,10.8176,https://www.finn.no/realestate/homes/ad.html?finnkode=175101593,15357.0,4009357.0,,Leilighet,Andel,3,69.0,69.0,1961,E - rød,4,10366.0,74.0,,882626.0,26. april,13:00 - 14:00,,3508.0,1,,194000.0,,,47185.0,,,,,,,,,,,,,,,,,,4009357.0,69.0,58106.6231884058,5185670.472630679,-0.2572682640417998
903,170754484,ÅSLANDHELLINGA/BJØRNDAL: Flott topp- og endeleilighet m/innredet loft. Stor 11kvm vestvendt veranda. Heis. Garasjeplass.,"Åslandhellinga 387, 1274 Oslo",3850000.0,59.82348,10.842888,https://www.finn.no/realestate/homes/ad.html?finnkode=170754484,98358.0,3948882.0,,Leilighet,Eier (Selveier),2,113.0,110.0,2002,E - mørkegrønn,4,7403.0,124.0,,1314271.0,,,,5145.0,3,,524.0,,,,,,,,,,,,,,,,,,,,,3948882.0,110.0,35898.92727272727,7858487.456993641,-0.688161651550498
904,163599305,ÅRVOLL SENTER - 3roms m/garasjeplass |Markterrasse |Felles takterrasse |Nedbetalt fellesgjeld |Marka,"Årvollveien 21, 0590 Oslo",4990000.0,59.9456,10.8095,https://www.finn.no/realestate/homes/ad.html?finnkode=163599305,8320.0,4998320.0,,Leilighet,Andel,2,76.0,79.0,2013,D - mørkegrønn,3,5777.0,86.0,,1216420.0,,,,3294.0,1,,,,417 58 300,,,,,,,,,,,,,,,,,,,4998320.0,79.0,63269.873417721516,5837577.054182621,-0.1552139667944239
905,164187135,"LØRENPORTEN - Ny, flott 2-roms leilighet med 15 kvm vestvendt markterrasse under oppføring. Ferdig Q4 2020.","Lørenveien 69, B2-35, 0585 Oslo",3490000.0,59.928352,10.799515,https://www.finn.no/realestate/homes/ad.html?finnkode=164187135,42792.0,3532792.0,,Leilighet,Eier (Selveier),1,37.0,39.0,2020,,2,4700.0,,,,,,,1927.0,,,,,,,,,,,,,,,,,,,,,,,,3532792.0,39.0,90584.41025641025,3229950.7279748535,0.0896216105440022
906,169327266,"Lys, luftig & gjennomgående 2-roms topp -/ endeleilighet | Fjernvarme | Sydvestvendt balkong på ca 7m² med flott utsikt!","Plogveien 17, 0679 Oslo",3400000.0,59.898857,10.809348,https://www.finn.no/realestate/homes/ad.html?finnkode=169327266,15635.0,3422329.0,,Leilighet,Andel,1,53.0,53.0,1958,G - mørkegrønn,2,28865.0,60.0,Ja,763467.0,,,,2681.0,4,,6694.0,,,14233.0,,,,,,,,,,,,,,,,,,3422329.0,53.0,64572.24528301887,4142619.942147572,-0.19100711049306263
