,Address,Boligtype,Bruksareal,Bruttoareal,Byggeår,Eieform,Eierskifte-forsikring,Energimerking,Etasje,FINN-kode,Fellesformue,Fellesgjeld,Felleskost/mnd.,Formuesverdi,Omkostninger,Primærrom,Prisantydning,Soverom,Title,Tomteareal,Totalpris,lat,lng,url,Rom,Kommunale avg.,Mobil,Renovert år,Festeavgift,Pris med fellesgjeld,Fax,Tomt,Felleskost/mnd. etter avdragsfri periode,Sikringsordning,Grunnflate,Utleiedel,Låneverdi,Verditakst,Lånetakst,Telefon
127,"Bentsebrugata 16 B, 0476 Oslo",Leilighet,37.0,41.0,1944,Andel,Ja,E - mørkegrønn,3,166244429,8208.0,207000.0,3714.0,767628.0,15285.0,36.0,3300000.0,,Attraktiv 1(2)-roms/m nyslipte originale tregulv og malte flater 2019. Solrik sydvestvendt balkong. Populær beliggenhet!,1894.0,3522285.0,59.935722,10.761849,https://www.finn.no/realestate/homes/ad.html?finnkode=166244429,1,,,,,,,,,,,,,,,
128,"Landingsveien 84, 0767 Oslo",Leilighet,76.0,82.0,1974,Andel,Ja,G - rød,8,166244309,9690.0,61000.0,3387.0,1267268.0,15257.0,74.0,5600000.0,2,"UTSIKTSPOST PÅ RØA | 3-roms i 8.etg. med fantastiske sol- og utsiktsforhold, 25m2 balkong og garasjeplass. Velkommen opp",57614.0,5676257.0,59.953114,10.6517515,https://www.finn.no/realestate/homes/ad.html?finnkode=166244309,,,,,,,,,,,,,,,,
129,"Kranveien 17, 0684 Oslo",Leilighet,34.0,38.0,1962,Andel,,D - rød,4,165885629,9027.0,114000.0,2325.0,564974.0,8219.0,34.0,2500000.0,0,"Meget tiltalende leilighet med sovealkove, heis og flott utsikt. Fyring, varmtvann, kabel-tv og internett inkl.",50946.0,2622219.0,59.9039,10.8442,https://www.finn.no/realestate/homes/ad.html?finnkode=165885629,1,,907 59 613,,,,,,,,,,,,,
130,"Nydalsveien 16 B, 0484 Oslo",Leilighet,47.0,54.0,2012,Eier (Selveier),,B - mørkegrønn,3,166069716,5226.0,1960.0,2270.0,1120349.0,,47.0,4050000.0,1,Pen 2-roms selveier fra 2012 i 3.etg. med attraktiv og rolig beliggenhet nær Akerselva og balkong på ca. 10 kvm,1384.0,,59.9485,10.7631,https://www.finn.no/realestate/homes/ad.html?finnkode=166069716,2,,970 78 269,,,4051960.0,,,,,,,,,,
131,"Bølerlia 33, 0691 Oslo",Leilighet,76.0,77.0,1956,Andel,,F - rød,3,166240759,,98364.0,4126.0,965863.0,8220.0,69.0,3000000.0,2,Romslig 3-roms leilighet med moderniseringsbehov. Fyring og varmtvann inkl. Solrik balkong på 7 m². Nærhet til Østmarka.,37607.0,3106584.0,59.8811,10.845,https://www.finn.no/realestate/homes/ad.html?finnkode=166240759,3,,951 82 399,,,,,,,,,,,,,
132,"Darres gate 16, 0172 Oslo",Leilighet,71.0,78.0,2009,Eier (Selveier),Ja,D - mørkegrønn,5,162195339,11786.0,,3602.0,1333793.0,155900.0,71.0,5790000.0,2,"WALDEMARS HAGE-Lekker 3-roms hjørneleilighet m/heis og balkong - ""Alt"" inkludert i f.utgiftene - Garasjeplass kan kjøpes",3312.0,5945900.0,59.928017,10.754307,https://www.finn.no/realestate/homes/ad.html?finnkode=162195339,,,,,,,,,,,,,,,,
133,"Lørenveien 64B, 0585 Oslo",Leilighet,66.0,73.0,2018,Andel,,B - mørkegrønn,6,166108694,19827.0,2580000.0,8725.0,1301680.0,8219.0,66.0,2800000.0,2,Ny og strøken 3-romsleilighet i 6.etasje - Sydvestv. balkong - P-plass med lader - Heis - Ingen dok.avgift - In-ordning,1043.0,5388219.0,59.9293,10.7979,https://www.finn.no/realestate/homes/ad.html?finnkode=166108694,3,,988 09 826,,,,,,,,,,,,,
134,"Keysers gate 4, 0165 Oslo",Leilighet,43.0,48.0,1880,Eier (Selveier),Ja,G - rød,2,155281740,12632.0,,2092.0,943703.0,98400.0,41.0,3490000.0,1,Sentrum/St.Hanshaugen - Attraktiv 2(3)-roms m/balkong. Vendt i sin helhet mot bakgård - Ingen f.gjeld - Renovert 2004,324.0,3588400.0,59.91675,10.743231,https://www.finn.no/realestate/homes/ad.html?finnkode=155281740,,,,,,,,,,,,,,,,
135,"Bølerskrenten 14, 0691 Oslo",Leilighet,55.0,60.0,1955,Andel,,G - mørkegrønn,4,166091385,,63306.0,3306.0,807498.0,8220.0,55.0,2990000.0,2,"Flott, smart og arealeffektiv 3-roms med romslig balkong! Sentralt m/nærhet til både t-bane og marka. Vv/fyring inkl.",,3061526.0,59.8809,10.843,https://www.finn.no/realestate/homes/ad.html?finnkode=166091385,2,,,,,,,Eiet,,,,,,,,
136,"Drammensveien 53, 0271 Oslo",Leilighet,102.0,112.0,1977,Eier (Selveier),Ja,F - rød,4,166243149,,,4385.0,1985435.0,306122.0,102.0,11700000.0,3,"Påkostet og nyoppusset 4-roms endeleil. med heis, peis, garasje og to balkonger beliggende i ambassadestrøket på Frogner",1761.0,12006122.0,59.913162,10.70992,https://www.finn.no/realestate/homes/ad.html?finnkode=166243149,4,,,,,,,,,,,,,,,
137,"Grefsenkollveien 21, 0490 Oslo",Leilighet,68.0,75.0,2006,Eier (Selveier),,D - rød,3,163428746,24000.0,,2662.0,1319667.0,129372.0,68.0,4500000.0,1,Lys 2-roms på 68 kvm. - Vestvendt balkong med flotte sol- og utsiktsforhold - Garasjeplass m/mulighet for lader - Heis,5996.0,4629372.0,59.954494,10.798568,https://www.finn.no/realestate/homes/ad.html?finnkode=163428746,,,,,,,,,,,,,,,,
138,"Bygdøy allé 37, 0265 Oslo",Leilighet,36.0,40.0,1969,Eier (Selveier),,F - mørkegrønn,5,165806434,3594.0,20751.0,3195.0,909583.0,93572.0,36.0,3490000.0,0,Lys og tiltalende 1-roms med balkong | Mot bakgård | Spektakulær takterrasse | VV & Fyring inkl | Attraktiv beliggenhet,610.0,3604323.0,59.9171,10.7096,https://www.finn.no/realestate/homes/ad.html?finnkode=165806434,1,,,,,,,,,,,,,,,
139,"Ravnåsveien 9H, 1254 Oslo",Rekkehus,103.0,112.0,1982,Andel,Ja,F - gul,,166242665,32904.0,368000.0,6378.0,1065441.0,7960.0,96.0,3890000.0,3,"Pent og innbydende rekkehus med 3 soverom, garasje og kjøkken fra 2014. Bakhage med markterrasse. Meget barnevennlig.",26508.0,4265960.0,59.838238,10.793507,https://www.finn.no/realestate/homes/ad.html?finnkode=166242665,,,,,,,,,,,,,,,,
140,"Stjerneblokkveien 21, 1083 Oslo",Leilighet,66.0,73.0,1953,Andel,Ja,E - rød,1,166242386,8975.0,267805.0,3837.0,824025.0,15285.0,66.0,2800000.0,2,Lys 3-roms med solfylt balkong - Parkering - Rolig område - Umiddelbar nærhet til togstasjon og matbutikk - Ingen dokavg,81632.0,3083090.0,59.95296,10.893359,https://www.finn.no/realestate/homes/ad.html?finnkode=166242386,,,,,,,,,,,,,,,,
141,"Nedslagsveien 6, 0687 Oslo",Leilighet,66.0,73.0,1964,Andel,Ja,D - oransje,2,166242423,40016.0,246487.0,4534.0,893176.0,14535.0,66.0,4600000.0,2,"Attraktiv 3-roms endeleilighet i 4-mannsbolig med nytt kjøkken, garasje og solrik terrasse med utsikt. Markanært!",28877.0,4861022.0,59.897827,10.853666,https://www.finn.no/realestate/homes/ad.html?finnkode=166242423,3,,,,,,,,,,,,,,,
142,"Dr. Dedichens vei 100, 0675 Oslo",Leilighet,47.0,52.0,1972,Andel,Ja,D - rød,1,166242371,,78000.0,2864.0,623253.0,15285.0,47.0,2650000.0,1,Lys og stilren 2-roms andelsleilighet med overbygget balkong på ca. 10 kvm. Umiddelbar nærhet til T-banestopp og marka!,75000.0,2743285.0,59.927116,10.868169,https://www.finn.no/realestate/homes/ad.html?finnkode=166242371,2,,,,,,,,,,,,,,,
143,"Skådalsveien 36 A, 0781 Oslo",Leilighet,95.0,106.0,1994,Eier (Selveier),Ja,E - oransje,1,166242390,17656.0,,2258.0,1607159.0,214400.0,95.0,7900000.0,3,Innbydende 4-roms med meget attraktiv beliggenhet.Trappefri adkomst. To garasjeplasser. Nærhet til T-bane og marka.,2218.0,8114400.0,59.961983,10.689951,https://www.finn.no/realestate/homes/ad.html?finnkode=166242390,,,,,,,,,,,,,,,,
144,"Gabels gate 8 B, 0272 Oslo",Leilighet,33.0,36.0,1900,Eier (Selveier),Ja,F - rød,2,166242364,7133.0,21712.0,1819.0,855151.0,91670.0,33.0,3200000.0,1,Stilren og arealeffektiv 2-roms med sentral beliggenhet - Lave fellesutgifter,506.0,3313382.0,59.91243,10.708205,https://www.finn.no/realestate/homes/ad.html?finnkode=166242364,,,,,,,,,,,,,,,,
145,"Markveien 21A, 0554 Oslo",Leilighet,95.0,110.0,1890,Eier (Selveier),Ja,F - oransje,2,166242405,,,3015.0,1489261.0,193650.0,95.0,7300000.0,2,"Stor, lekker og klassisk 3(4)-roms med balkong. Totalrenovert 2016. Stort baderom og gjestetoalett. Lave felleskostnad",239.0,7493650.0,59.925167,10.756875,https://www.finn.no/realestate/homes/ad.html?finnkode=166242405,3,,,,,,,,,,,,,,,
146,"Otto Sogns vei 27, 0681 Oslo",Leilighet,79.0,87.0,1963,Andel,Ja,E - rød,4,166242387,24564.0,44120.0,3257.0,965863.0,15138.0,72.0,3700000.0,2,Delikat og tidsmessig 3-roms i toppetasje med solrik innglasset balkong - Svært romslig og god planløsning - Sentralt,16726.0,3759258.0,59.899563,10.818441,https://www.finn.no/realestate/homes/ad.html?finnkode=166242387,3,,,,,,,,,,,,,,,
147,"Toftes gate 29, 0555 Oslo",Leilighet,43.0,47.0,1900,Eier (Selveier),Ja,F - oransje,2,166242394,9562.0,82024.0,2980.0,1032379.0,116700.0,43.0,3910000.0,2,Lys og gjennomgående 3-roms designperle med moderne standard og klassiske detaljer. Mulighet for å lage to soverom til.,299.0,4108724.0,59.927536,10.760638,https://www.finn.no/realestate/homes/ad.html?finnkode=166242394,3,,,,,,,,,,,,,,,
148,"Fougstads gate 25 A, 0173 Oslo",Leilighet,80.0,89.0,1904,Eier (Selveier),,G - oransje,4,166242402,28498.0,,2486.0,1532467.0,195650.0,80.0,7300000.0,2,"Klassisk 3-roms i praktfull jugendgård med balkong, fantastiske lys- og utsiktsforhold og nydelig forhage! Må sees!",923.0,7495650.0,59.92765,10.747188,https://www.finn.no/realestate/homes/ad.html?finnkode=166242402,3,,,,,,,,,,,,,,,
149,"Jarlegata 19A, 0656 Oslo",Leilighet,67.0,77.0,1895,Andel,Ja,G - oransje,4,166242400,58878.0,178000.0,5159.0,1072856.0,7960.0,67.0,4500000.0,2,"Romslig 3,5-roms klassiske hjørneleilighet. Utsikt over frodig park. Trafikkstille og sentralt. Felles takterrasse.",713.0,4685960.0,59.908195,10.7723465,https://www.finn.no/realestate/homes/ad.html?finnkode=166242400,3,,,,,,,,,,,,,,,
150,"Biermanns gate 9, 0556 Oslo",Leilighet,85.0,93.0,2005,Eier (Selveier),Ja,D - mørkegrønn,3,166240398,16220.0,,4722.0,1510029.0,185631.0,83.0,6950000.0,3,Attraktiv 4-roms selveier med hybel (3R + 1R ) - 2 balkonger - 2 bad - Garasjeplass og heis - Skjermet beliggenhet!,413.0,7135631.0,59.930107,10.761922,https://www.finn.no/realestate/homes/ad.html?finnkode=166240398,4,,,,,,,,,,,,,,,
151,"Østerdalsgata 2 A, 0658 Oslo",Leilighet,75.0,83.0,1992,Andel,,F - rød,4,165342317,43872.0,127731.0,4854.0,1202208.0,8219.0,75.0,5750000.0,3,VÅLERENGA/KAMPEN: Familievennlig 4-r m/svært god utsikt! Balkong med supre solforhold. Garasjeplass m/el-lader. Heis.,1072.0,5885950.0,59.90978,10.789995,https://www.finn.no/realestate/homes/ad.html?finnkode=165342317,4,,,,,,,,,,,,,,,
152,"Solstugrenda 38, 0671 Oslo",Rekkehus,170.0,188.0,1970,Eier (Selveier),,G - oransje,,166089167,,,,1610019.0,215222.0,151.0,8500000.0,4,Romslig innholdsrik kjedet bolig med svært god barnevennlig beliggenhet,177.0,8715222.0,59.9133,10.8488,https://www.finn.no/realestate/homes/ad.html?finnkode=166089167,6,11738.0,,,,,,,,,,,,,,
153,"Fernanda Nissens gate 3 F, 0484 Oslo",Leilighet,80.0,,2017,Eier (Selveier),Ja,C - mørkegrønn,4,156053054,,,3753.0,1535616.0,210572.0,77.0,7700000.0,3,Stor 4-R hjørneleilighet fra 2017 med 2 fantastiske balkonger - Vannbåren gulvvarme - Garasjeplass m/ladeboks - Solrikt!,8634.0,7910572.0,59.945343,10.767699,https://www.finn.no/realestate/homes/ad.html?finnkode=156053054,4,,,,,,,,,,,,,,,
154,"Rugveien 29, 0679 Oslo",Leilighet,67.0,72.0,1958,Andel,,G - rød,4,166241976,32392.0,182000.0,3860.0,934952.0,,67.0,3350000.0,2,Lys og gjennomgående 3-roms toppleilighet! Usjenert og solrik balkong. Skjermet og barnevennlig. Vv/fyr inkludert.,75929.0,,59.893734,10.815274,https://www.finn.no/realestate/homes/ad.html?finnkode=166241976,3,,,,,3532000.0,,,,,,,,,,
155,"Ombergveien 18, 0283 Oslo",Leilighet,74.0,81.0,1968,Eier (Selveier),,G - oransje,3,165888624,,,3502.0,1341019.0,121250.0,74.0,4850000.0,2,"Lys, romslig og innholdsrik 3(4) roms toppleilighet|Garasje|Balkong|Peis|To boder|Kort vei til kollektivt og CC Vest.",8717.0,4971250.0,59.9206,10.6401,https://www.finn.no/realestate/homes/ad.html?finnkode=165888624,3,,452 51 817,,,,,,,,,,,,,
156,"Høgdaveien 42D, 0680 Oslo",Rekkehus,122.0,135.0,1955,Eier (Selveier),,G - oransje,,159415204,,,,562558.0,169972.0,122.0,6750000.0,3,"Enderekkehus over 3 plan, renovert i 2016/17, underetasje med egen inngang, dobbel garasje, solrik terrasse med utsikt",972.0,6919972.0,59.8855,10.8155,https://www.finn.no/realestate/homes/ad.html?finnkode=159415204,5,12311.0,922 44 022,,,,22 69 10 13,,,,,,,,,
157,"Sigurd Hoels vei 75, 0655 Oslo",Leilighet,5.0,,2019,Eier (Selveier),,C - mørkegrønn,5,159795442,,,3939.0,,179122.0,74.0,6490000.0,3,Splitter ny og påkostet 4-roms med 2 herlige balkonger og 2 bad - Flere tilvalg - Garasjeplass inkl.  Må sees!,,6669122.0,59.918648,10.789639,https://www.finn.no/realestate/homes/ad.html?finnkode=159795442,4,,,,,,,Eiet,,,,,,,,
158,"Inkognitogata 6, 0258 Oslo",Leilighet,20.0,25.0,1889,Eier (Selveier),Ja,D - rød,1,166241748,12570.0,7833.0,1117.0,587871.0,73732.0,20.0,2250000.0,,Attraktivt beliggende 1-roms med god planløsning i ambassadestrøket - Perfekt førstegangskjøp - Lave felleskostnader,612.0,2331565.0,59.919273,10.724496,https://www.finn.no/realestate/homes/ad.html?finnkode=166241748,1,,,,,,,,,,,,,,,
159,"Steinhammerveien 31, 1177 Oslo",Tomannsbolig,123.0,140.0,1952,Eier (Selveier),Ja,F - oransje,,166241669,,,,1824028.0,235150.0,116.0,8800000.0,3,"Innholdsrik og moderne vertikaldelt tomannsbolig over tre plan med solrike uteplasser, fjordutsikt og garasje",578.0,9035150.0,59.874638,10.787739,https://www.finn.no/realestate/homes/ad.html?finnkode=166241669,4,13680.0,,,,,,,,,,,,,,
160,"Libakkveien 6B, 1184 Oslo",Leilighet,66.0,74.0,1954,Eier (Selveier),,F - rød,4,165953131,31045.0,254533.0,3940.0,1014876.0,91354.0,66.0,3350000.0,2,Lys og pen 3-roms selveiet toppleilighet med ny balkong - Bad fra ca. 2010 - Sentral beliggenhet - God planløsning,52530.0,3695887.0,59.8888,10.8033,https://www.finn.no/realestate/homes/ad.html?finnkode=165953131,3,,,,,,,,,,,,,,,
161,"Enebakkveien 25A, 0657 Oslo",Leilighet,57.0,64.0,1935,Andel,Ja,G - mørkegrønn,5,166241527,11816.0,106096.0,4413.0,974700.0,7960.0,57.0,3890000.0,1,"Innbydende, lys og usjenert utsiktsleilighet med fjordgløtt. God standard og planløsning. Må sees!",5167.0,4004056.0,59.90637,10.782425,https://www.finn.no/realestate/homes/ad.html?finnkode=166241527,2,,,,,,,,,,,,,,,
162,"Oskar Braatens gate 2, 0474 Oslo",Leilighet,69.0,76.0,2001,Andel,Ja,D - rød,2,164005113,,550000.0,4805.0,1357003.0,7960.0,69.0,4700000.0,2,"Innflytningsklar gjennomgående 3(4)-roms byleilighet med overflateoppgraderinger, delikat nytt bad, og kjøkken. Balkong.",1186.0,5257960.0,59.933125,10.761017,https://www.finn.no/realestate/homes/ad.html?finnkode=164005113,3,,,,,,,,,,,,,,,
163,"Ekebergveien 5A, 0192 Oslo",Leilighet,35.0,38.0,2007,Andel,Ja,B - rød,6,166241443,13593.0,1009000.0,6454.0,741111.0,15119.0,35.0,2450000.0,1,Hyggelig 2-romsleilighet med attraktiv og skjermet beliggenhet - Balkong med utsikt - Felles takterrasse - IN-ordning.,482.0,3474119.0,59.902054,10.772842,https://www.finn.no/realestate/homes/ad.html?finnkode=166241443,2,,,,,,,,,,,,,,,
164,"Granbergstubben 158, 1275 Oslo",Leilighet,80.0,87.0,1989,Andel,,E - mørkegrønn,3,162420992,5524.0,158659.0,5195.0,856608.0,8252.0,80.0,2700000.0,2,"Praktisk og innbydende 3-roms i 3. etasje med heis - Balkong - Kort vei til skoler, barnehager m.m.",49514.0,2866911.0,59.8285,10.8379,https://www.finn.no/realestate/homes/ad.html?finnkode=162420992,3,,,,,,,,,,,,,,,
165,"Sloreåsen 22A, 1257 Oslo",Rekkehus,74.0,83.0,1981,Andel,,,1,160141891,17888.0,51000.0,3812.0,811016.0,8251.0,74.0,3700000.0,2,Koselig og innholdsrikt enderekkehus med sjøgløtt - 3 uteplasser - Garasje - Nytt rekkehus til jul?,40297.0,3759251.0,59.8448,10.7932,https://www.finn.no/realestate/homes/ad.html?finnkode=160141891,3,,,,,,,,,,,,,,,
166,"Rustadgrenda 45, 0693 Oslo",Leilighet,72.0,79.0,1963,Andel,,F - oransje,2,166155495,,149000.0,3390.0,965863.0,8219.0,67.0,3400000.0,2,3-roms med solrik balkong på 9 m² med ettermiddags- og kveldssol. Varmtvann inkludert. Umiddelbar nærhet til Østmarka.,54613.0,3557219.0,59.873,10.8459,https://www.finn.no/realestate/homes/ad.html?finnkode=166155495,3,,951 82 399,,,,,,,,,,,,,
167,"Brekkeveien 16, 0884 Oslo",Leilighet,39.0,,2011,Eier (Selveier),Ja,D - mørkegrønn,2,166241391,4164.0,2430.0,2367.0,975393.0,100810.0,39.0,3350000.0,1,"Strøken, moderne 2-roms med solrik balkong - heis - god bod/lagringsplass - nær Marka og offentlig kommunikasjon",4842.0,3453240.0,59.9693,10.773982,https://www.finn.no/realestate/homes/ad.html?finnkode=166241391,,,,,,,,,,,,,,,,
168,"Sandakerveien 67 E, 0477 Oslo",Leilighet,50.0,55.0,1939,Aksje,Ja,F - mørkegrønn,5,166241400,35140.0,209467.0,4550.0,947546.0,19248.0,50.0,3250000.0,1,"Delikat, lys toppleilighet med balkong | Originale tregulv | Varmtvann/fyring ink.| Mul. leie av p-plass | Sentralt",4203.0,3478715.0,59.940365,10.770593,https://www.finn.no/realestate/homes/ad.html?finnkode=166241400,2,,,,212668.0,,,,,,,,,,,
169,"Karl Staaffs vei 38, 0665 Oslo",Leilighet,63.0,70.0,1955,Andel,Ja,F - rød,1,159656117,10999.0,171487.0,3768.0,792788.0,7960.0,63.0,3800000.0,2,"Innholdsrik, totalrenovert 3-roms med 2 baderom, mastersuite og romslig balkong. Ulven blir nå en helt ny bydel!",54542.0,3979447.0,59.919132,10.8127165,https://www.finn.no/realestate/homes/ad.html?finnkode=159656117,,,,,134000.0,,,,,,,,,,,
170,"Midtoddveien 26 A, 0494 Oslo",Leilighet,70.0,78.0,2005,Eier (Selveier),Ja,D - rød,2,166240731,,,2571.0,,146150.0,67.0,5400000.0,2,Tiltalende 3-roms selveier med gode solforhold og garasjeplass med el-punkt! Barnevennlig- Heis Attraktiv beliggenhet!,4176.0,5546150.0,59.966167,10.786828,https://www.finn.no/realestate/homes/ad.html?finnkode=166240731,,,,,,,,,,,,,,,,
171,"Dælenenggata 3A, 0567 Oslo",Leilighet,38.0,43.0,1958,Andel,,,3,166240655,23961.0,59451.0,2725.0,,7960.0,33.0,3150000.0,1,"Meget attraktiv 2-roms med sentral beliggenhet. Innglasset balkong, god planløsning og heisadkomst.",994.0,3217411.0,59.925835,10.7744875,https://www.finn.no/realestate/homes/ad.html?finnkode=166240655,,,,,,,,,,,,,,,,
172,"Bjerkealléen 34, 0487 Oslo",Tomannsbolig,118.0,133.0,1934,Eier (Selveier),Ja,G - oransje,,166240620,,,,1949828.0,188872.0,93.0,6950000.0,2,"Familievennlig halvpart tomannsbolig i stille og rolig område - Stor, solrik hage - Garasje",685.0,7138872.0,59.948452,10.779975,https://www.finn.no/realestate/homes/ad.html?finnkode=166240620,,17439.0,,,,,,,,,,,,,,
173,"Ekebergveien 5A, 0192 Oslo",Leilighet,44.0,50.0,2008,Andel,Ja,C - rød,5,163419425,14926.0,1279851.0,7098.0,867095.0,12447.0,44.0,2650000.0,1,Pen 2-roms hjørneleilighet i 5. etg med heis og stor balkong! Varmtvann inkludert i felleskostn.IN-ordning.Sentralt,481.0,3942298.0,59.902054,10.772842,https://www.finn.no/realestate/homes/ad.html?finnkode=163419425,,,,,,,,,,,,,,,,
174,"Skogbrynet 19E, 0283 Oslo",Rekkehus,180.0,200.0,1977,Eier (Selveier),,F - oransje,3,162646154,,,,2556433.0,238722.0,163.0,9390000.0,3,"Stort, lyst & innholdsrikt rekkehus over 3 et. med utleiemulighet|Gar.plass|Peiser|2 bad+ vaskerom|3(4) sov|Uteplasser.",131.0,9628722.0,59.9156,10.6472,https://www.finn.no/realestate/homes/ad.html?finnkode=162646154,5,13661.0,452 51 817,,,,,,,,,,,,,
175,"Kurveien 34, 0494 Oslo",Leilighet,67.0,74.0,1951,Andel,Ja,,1,161598102,25856.0,218000.0,3764.0,1266949.0,7932.0,67.0,4450000.0,2,Lys 3-roms hjørneleilighet med solrik balkong. Utvidet bad. Barnevennlig og nær marka. God intern beliggenhet!,69070.0,4675932.0,59.96158,10.791124,https://www.finn.no/realestate/homes/ad.html?finnkode=161598102,,,,,,,,,,,,,,,,
176,"Grenseveien 30D, 0571 Oslo",Leilighet,36.0,40.0,1940,Andel,Ja,F - mørkegrønn,2,166240379,14426.0,261596.0,3395.0,709491.0,7960.0,36.0,2890000.0,1,Innbydende 2-roms m/vestvendt balkong og flott utsikt - Kjøkken fra 2015 - V.vann/fyring inkl. - IN-ordning - Sentralt!,3601.0,3159556.0,59.92493,10.779707,https://www.finn.no/realestate/homes/ad.html?finnkode=166240379,2,,,,,,,,,,,,,,,
177,"Disenveien 27, 0587 Oslo",Leilighet,32.0,36.0,1957,Andel,Ja,G - mørkegrønn,5,166240387,12505.0,28601.0,1754.0,726881.0,7960.0,32.0,3150000.0,1,Arealeffektiv 2-roms leilighet m/vestvendt balkong og utsikt  - Lave felleskostnader m/v.v + fyring inkl. - Heis!,30262.0,3186561.0,59.94086,10.794167,https://www.finn.no/realestate/homes/ad.html?finnkode=166240387,2,,,,,,,,,,,,,,,
178,"Tjuvholmen allé 4, 0252 Oslo",Leilighet,31.0,36.0,2007,Eier (Selveier),,D - mørkegrønn,7,166240222,6531.0,3989.0,2279.0,904315.0,110970.0,31.0,3990000.0,1,"Lys og lekker 2-roms leilighet på attraktive Tjuvholmen. Meget arealeffektiv planløsning, solrik balkong og heisadkomst.",384.0,4104959.0,59.908707,10.723046,https://www.finn.no/realestate/homes/ad.html?finnkode=166240222,,,,,,,,,,,,,,,,
179,"Sigrid Undsets vei 1, 0669 Oslo",Leilighet,78.0,86.0,1964,Andel,Ja,E - lysegrønn,4,166240226,,429000.0,6241.0,869264.0,15285.0,68.0,3550000.0,2,Moderne og lys 3-roms leilighet med innglasset balkong på 6kvm. Varmtvann og fyring inkludert. Attraktiv område!,18469.0,3994285.0,59.911793,10.836416,https://www.finn.no/realestate/homes/ad.html?finnkode=166240226,3,,,,,,,,,,,,,,,
180,"Radarveien 45, 1152 Oslo",Leilighet,53.0,58.0,1957,Andel,,,,165946819,15256.0,90000.0,3923.0,840768.0,8219.0,53.0,3100000.0,1,"Lys, gjennomgående 2-roms med stor solrik balkong | Nytt bad i regi av borettslaget i 2020 | ""Alt"" inkl. i felleskostn.",40765.0,3198219.0,59.8775,10.806,https://www.finn.no/realestate/homes/ad.html?finnkode=165946819,2,,926 01 461,2019,,,23 03 01 88,,,,,,,,,
181,"Uelands gate 65, 0462 Oslo",Leilighet,47.0,52.0,1911,Eier (Selveier),Ja,G - oransje,3,166239885,15076.0,65339.0,2471.0,918673.0,107770.0,47.0,3800000.0,1,Meget sjarmerende og nyoppusset 2-roms selveier beliggende i 3 etasje. Attraktiv beliggenhet i Det Rivertzke kvartal!,29591.0,3973109.0,59.936295,10.750344,https://www.finn.no/realestate/homes/ad.html?finnkode=166239885,2,,,,,,,,,,,,,,,
182,"Stordamveien 47 F, 0671 Oslo",Rekkehus,119.0,131.0,1967,Eier (Selveier),Ja,G - oransje,,166239888,,,750.0,1325442.0,176200.0,115.0,6500000.0,3,"Lyst og velholdt enderekkehus I Vestvendt terrasse og hage I Garasje I Svært barnevennlig, attraktivt og sentralt område",226.0,6676200.0,59.912056,10.85529,https://www.finn.no/realestate/homes/ad.html?finnkode=166239888,,9923.0,,,,,,,,,,,,,,
183,"Østerliveien 49B, 1153 Oslo",Leilighet,71.0,78.0,1955,Eier (Selveier),,G - oransje,,166239874,,117970.0,4031.0,1507956.0,126120.0,71.0,4490000.0,3,"Bo skjermet og barnevennlig, i en pen, nylig oppgradert 4-roms selveier med Aubo-kjøkken fra 2019 og vestvendt balkong.",3131.0,4734090.0,59.87616,10.813695,https://www.finn.no/realestate/homes/ad.html?finnkode=166239874,,,,,,,,,,,,,,,,
184,"Kurveien 58, 0494 Oslo",Leilighet,54.0,59.0,1954,Andel,Ja,,3,166239839,24766.0,209000.0,3692.0,1072037.0,15119.0,54.0,3750000.0,1,Lys og luftig 2-roms toppleilighet m/vestvendt balkong og flotte solforhold. Nær marka!,69070.0,3974119.0,59.963062,10.790559,https://www.finn.no/realestate/homes/ad.html?finnkode=166239839,,,,,,,,,,,,,,,,
185,"Haugerudsenteret 5, 0673 Oslo",Leilighet,85.0,93.0,2003,Eier (Selveier),Ja,F - rød,7,161594607,,,3348.0,983081.0,135600.0,81.0,4850000.0,2,Ny moderne 3-roms leilighet i 7. etasje - Garasje inkl. - Sentral beliggenhet og usjenert balkong med flott fjordutsikt!,5605.0,4985600.0,59.92243,10.856341,https://www.finn.no/realestate/homes/ad.html?finnkode=161594607,3,,,,,,,,,,,,,,,
186,"Beverveien 4, 0596 Oslo",Leilighet,92.0,,1958,Andel,,G - rød,1,166048098,,543715.0,5154.0,1159389.0,5032.0,82.0,3100000.0,3,4-roms rekkehusleilighet over 2 plan på bakkeplan|Nytt bad fra 2016| Spiseplass på kjøkken|Garasjeplass*| Perfekt famili,19371.0,3648747.0,59.9435,10.8459,https://www.finn.no/realestate/homes/ad.html?finnkode=166048098,4,,417 58 300,,,,,,,,,,,,,
