,Address,Boligtype,Bruksareal,Bruttoareal,Byggeår,Eieform,Eierskifte-forsikring,Energimerking,Etasje,FINN-kode,Fellesformue,Fellesgjeld,Felleskost/mnd.,Formuesverdi,Omkostninger,Primærrom,Prisantydning,Soverom,Title,Tomteareal,Totalpris,lat,lng,url,Rom,Kommunale avg.,Mobil,Renovert år,Festeavgift,Pris med fellesgjeld,Fax,Tomt,Felleskost/mnd. etter avdragsfri periode,Sikringsordning,Grunnflate,Utleiedel,Låneverdi,Verditakst,Lånetakst,Telefon
273,"Brekkeveien 19, 0884 Oslo",Leilighet,84.0,93.0,2008,Eier (Selveier),,,3,166090627,15806.0,,4117.0,1475155.0,,84.0,6900000.0,2,Meget attraktiv 3-roms beliggende rett ved marka | Flott utsikt | Garasjeplass med el.| Sydvendt balkong | Heis,4894.0,,59.9689,10.7738,https://www.finn.no/realestate/homes/ad.html?finnkode=166090627,3,,,,,,,,,,,,,,,
274,"Trysilgata 1, 0655 Oslo",Leilighet,50.0,56.0,1934,Aksje,Ja,G - oransje,4,166184605,18296.0,78127.0,3022.0,872983.0,18975.0,49.0,3750000.0,1,Sjarmerende og lys 2-roms toppleilighet med solrik balkong - Utsikt - Peisovn - Originale tregulv,162.0,3847102.0,59.913574,10.783013,https://www.finn.no/realestate/homes/ad.html?finnkode=166184605,2,,,,,,,,,,,,,,,
275,"Galgeberg 3B, 0657 Oslo",Leilighet,36.0,40.0,1935,Andel,,F - lysegrønn,1,163258416,45865.0,116000.0,2261.0,682338.0,8389.0,36.0,2950000.0,0,Lys og arealeffektiv 1(2)-roms med alkove - Sentral beliggenhet - Lave boutgifter - Fyring og v.vann inkl.,6259.0,3074389.0,59.9076,10.7806,https://www.finn.no/realestate/homes/ad.html?finnkode=163258416,1,,,,,,,,,,,,,,,
276,"Ostadalsveien 40 B, 0753 Oslo",Leilighet,67.0,72.0,1953,Eier (Selveier),Ja,G - oransje,1,163914404,119638.0,37000.0,2930.0,1189074.0,121870.0,67.0,4290000.0,2,Lys og fin 3-roms leilighet i høy 1. etasje | Sydvendt balkong med trapp til hage | Gjennomgående | Parkering | Peis,12807.0,4448870.0,59.940258,10.647524,https://www.finn.no/realestate/homes/ad.html?finnkode=163914404,,,,,2682.0,,,,,,,,,,,
277,"Jensmessveien 12 G, 0376 Oslo",Enebolig,247.0,269.0,2009,Eier (Selveier),Ja,C - rød,,166182537,,,2000.0,3357639.0,420450.0,213.0,16500000.0,4,Lekker og moderne enebolig |  Attraktivt og populært boligområde | Flotte og solrike uteområder | To garasjeplasser,1501.0,16920450.0,59.945503,10.676338,https://www.finn.no/realestate/homes/ad.html?finnkode=166182537,,,,,,,,,,,,,,,,
278,"Persbråtan 9, 0770 Oslo",Leilighet,69.0,76.0,1957,Aksje,Ja,E - gul,1,166182529,39382.0,303000.0,4271.0,1202227.0,19048.0,69.0,4350000.0,2,Flott 3-roms leilighet i populære Persbråtan | God standard fra 2015 | Sydvestvendt balkong | Parkering | Fyring inkl.,35956.0,4672048.0,59.944763,10.66145,https://www.finn.no/realestate/homes/ad.html?finnkode=166182529,,,,,,,,,,,,,,,,
279,"Osterhaus gate 16 F, 0183 Oslo",Leilighet,60.0,67.0,2003,Eier (Selveier),,E - mørkegrønn,4,165318768,4270.0,,3104.0,1337960.0,111222.0,58.0,4400000.0,2,"Lys og gjennomgående 3-roms selveier med 2 balkonger - Heis - Bredbånd, varmtvann & fyring inkludert - God planløsning",2415.0,4511222.0,59.9175,10.7531,https://www.finn.no/realestate/homes/ad.html?finnkode=165318768,3,,934 31 177,,,,,,,,,,,,,
280,"Operagata 19, 0194 Oslo",Leilighet,94.0,,2019,Eier (Selveier),,A - mørkegrønn,4,165889049,,,3500.0,,323722.0,89.0,12900000.0,3,Tiltalende 4-roms med høy standard - Sjøutsikt & solrik balkong på 11 m² - Garasjeplass med elbil lader - To bad - Heis,4708.0,13223722.0,59.9073,10.7561,https://www.finn.no/realestate/homes/ad.html?finnkode=165889049,4,,934 31 177,,,,,,,,,,,,,
281,"Ivan Bjørndals gate 26, 0472 Oslo",Leilighet,78.0,86.0,2001,Eier (Selveier),Ja,D - rød,2,166180177,21917.0,6782.0,3060.0,1429715.0,194710.0,75.0,7200000.0,2,Sjelden mulighet i første rekke mot Akerselva | Meget pen 3-roms hjørneleilighet | Solrik balkong | Garasjeplass | Heis,920.0,7401492.0,59.93778,10.763737,https://www.finn.no/realestate/homes/ad.html?finnkode=166180177,3,,,,,,,,,,,,,,,
282,"Bølerskogen 4, 0691 Oslo",Leilighet,68.0,75.0,1959,Andel,,D - lysegrønn,2,165412839,14600.0,219000.0,4533.0,924569.0,1032.0,68.0,3420000.0,2,"Lys og pen 3-roms beliggende i 2. etasje med adskilt kjøkken, delikat flislagt bad og solrik balkong. Ingen forkjøpsrett",48996.0,3640032.0,59.8813,10.8503,https://www.finn.no/realestate/homes/ad.html?finnkode=165412839,3,,473 53 922,,552852.0,,22 27 72 16,,,,,,,,,
283,"Waldemars hage 2, 0175 Oslo",Leilighet,62.0,68.0,2005,Eier (Selveier),,C - lysegrønn,3,165880989,14718.0,15000.0,3341.0,1205170.0,154842.0,62.0,5900000.0,2,"Stilren 3-roms eierleilighet med balkong, utsikt utover Akerselven og heis. Vannbåren gulvvarme og felles takterrasse.",6795.0,6069842.0,59.9269,10.7522,https://www.finn.no/realestate/homes/ad.html?finnkode=165880989,3,,952 61 947,,,,,,,,,,,,,
284,"Statsråd Mathiesens vei 3, 0594 Oslo",Leilighet,70.0,75.0,1965,Eier (Selveier),,G - mørkegrønn,3,165410027,33830.0,22341.0,4469.0,978020.0,76222.0,70.0,2950000.0,1,2/3-roms selveier | Moderniseringsbehov |Varmtvann og fyring inkl | nærhet til Linderusdsenteret.,18223.0,3048563.0,59.9428,10.8412,https://www.finn.no/realestate/homes/ad.html?finnkode=165410027,2,,930 45 258,,,,,,,,,,,,,
285,"Vardeveien 13A, 1182 Oslo",Tomannsbolig,120.0,137.0,1954,Eier (Selveier),,,3,165188298,,,,1802572.0,201222.0,120.0,7990000.0,3,Sjarmerende og velholdt halvpart av vertikaldelt tomannsbolig med flott utsikt og garasje,2332.0,8191222.0,59.8952,10.7934,https://www.finn.no/realestate/homes/ad.html?finnkode=165188298,5,,481 93 348,,,,,,,,,,,,,
286,"Steinspranget 18, 1156 Oslo",Leilighet,66.0,72.0,1953,Andel,,G - rød,4,165882231,21060.0,87000.0,3240.0,992292.0,8219.0,64.0,3300000.0,2,Lys og arealeffektiv | Hjørneleilighet |Vestvendt balkong | Utsikt | Barnevennlig.,39302.0,3395219.0,59.8696,10.8248,https://www.finn.no/realestate/homes/ad.html?finnkode=165882231,3,,469 35 830,,,,,,,,,,,,,
287,"Gråsteinveien 20, 1157 Oslo",Leilighet,51.0,56.0,1955,Andel,,,1,165931280,,79000.0,2314.0,,8219.0,51.0,2800000.0,1,Lys og gj.gående 2-roms med vestvendt balkong - Lave felleskostnader - Perfekt førstegangskjøp,52320.0,2887219.0,59.8683,10.817,https://www.finn.no/realestate/homes/ad.html?finnkode=165931280,2,,481 93 348,,,,,,,,,,,,,
288,"Sandstuveien 52D, 1184 Oslo",Leilighet,26.0,29.0,1956,Eier (Selveier),,,3,165325752,,86000.0,1741.0,,58722.0,26.0,2300000.0,1,"Pen og lys 1-roms selveier - Garasjeplass - Perfekt for førstegangskjøpere, utleie eller pendlere",2848.0,2444722.0,59.8871,10.8033,https://www.finn.no/realestate/homes/ad.html?finnkode=165325752,1,,481 93 348,,,,,,,,,,,,,
289,"Brannfjellveien 26B, 1181 Oslo",Tomannsbolig,136.0,157.0,1949,Andel,,G - oransje,,166094001,29604.0,50000.0,3292.0,1405159.0,8857.0,124.0,9000000.0,2,"Lekker oppusset del av horisontaldelt bolig med attraktiv beliggenhet, 2 bad, kjellerstue med sovealkove, hage, garasje.",1989.0,9058857.0,59.8984,10.7829,https://www.finn.no/realestate/homes/ad.html?finnkode=166094001,5,,,,,,,,,,,,,,,
290,"Øvrefoss 10J, 0555 Oslo",Leilighet,50.0,55.0,1940,Aksje,,G - mørkegrønn,,166160066,68330.0,124017.0,3430.0,924643.0,12075.0,50.0,3500000.0,1,"Supersentral, gjennomført og stilig 2-R med gjennomgående planløsning - Separat kjøkken og soverom vendt mot indre gård!",1072.0,3636092.0,59.9278,10.7576,https://www.finn.no/realestate/homes/ad.html?finnkode=166160066,2,,,,,,,,,,,,,,,
291,"Frydenbergveien 58, 0575 Oslo",Leilighet,37.0,41.0,2011,Eier (Selveier),,D - mørkegrønn,4,166158168,6226.0,,2368.0,873749.0,86972.0,37.0,3200000.0,1,Meget tiltalende og lys 2-roms i moderne bygg fra 2011 med balkong og heis. Lave felleskostnader! Fyring & v.vann inkl.,299.0,3286972.0,59.9293,10.7899,https://www.finn.no/realestate/homes/ad.html?finnkode=166158168,2,,,,,,,,,,,,,,,
292,"Henrik Sørensens vei 8, 1065 Oslo",Leilighet,70.0,77.0,1971,Andel,,E - rød,2,165907328,14454.0,127730.0,2728.0,851268.0,8219.0,70.0,3150000.0,2,"Attraktiv 3-roms med nytt lekkert bad, god planløsning og solrik stor balkong samt garasjeplass",85115.0,3285949.0,59.9384,10.9232,https://www.finn.no/realestate/homes/ad.html?finnkode=165907328,3,,,,,,,,,,,,,,,
293,"Henrik Sørensens vei 8, 1065 Oslo",Leilighet,70.0,77.0,1971,Andel,,E - rød,2,165907328,14454.0,127730.0,2728.0,851268.0,8219.0,70.0,3150000.0,2,"Attraktiv 3-roms med nytt lekkert bad, god planløsning og solrik stor balkong samt garasjeplass",85115.0,3285949.0,59.9384,10.9232,https://www.finn.no/realestate/homes/ad.html?finnkode=165907328,3,,,,,,,,,,,,,,,
294,"Kampheimveien 49E, 0685 Oslo",Rekkehus,123.0,140.0,1954,Andel,Ja,D - oransje,,166165829,29620.0,110000.0,3610.0,1228862.0,21145.0,111.0,6500000.0,3,Meget populært og pent rekkehus med svært barnevennlig beliggenhet kun to minutter fra Østmarka. To nyoppussede bad.,23036.0,6631145.0,59.8971,10.852307,https://www.finn.no/realestate/homes/ad.html?finnkode=166165829,5,,,,,,,,,,,,,,,
295,"Seljeveien 27, garasjeplass, 0575 Oslo",Andre,,,,Eier (Selveier),,,,166163715,,,300.0,,24587.0,,350000.0,,Lei av snø og pollen? Romslig garasjeplass i oppvarmet og lukket anlegg - Klargjort for elbil-lader!,,374587.0,59.929058,10.788121,https://www.finn.no/realestate/homes/ad.html?finnkode=166163715,,,,,,,,Eiet,,,1.0,,,,,
296,"Hausmanns gate 19B, 0182 Oslo",Leilighet,40.0,44.0,1896,Andel,,,5,166104626,16212.0,21011.0,2458.0,988674.0,7932.0,40.0,3400000.0,1,Pen og sjarmerende 2-roms leilighet | Nytt bad 2014 og kjøkken 2015 | Lave felleskostnader | Praktiske løsninger,1040.0,3428943.0,59.9166,10.7554,https://www.finn.no/realestate/homes/ad.html?finnkode=166104626,2,,,,,,,,,,,,,,,
297,"Grønvoll allé 28, 0661 Oslo",Leilighet,82.0,90.0,2018,Eier (Selveier),,C - lysegrønn,3,162873328,5336.0,,3121.0,,186900.0,82.0,6800000.0,3,Påkostet 4-roms hjørneleilighet med solrik balkong på 16 kvm og garasje med elbillader - Vannbåren varme i gulv,4878.0,6986900.0,59.91482,10.796482,https://www.finn.no/realestate/homes/ad.html?finnkode=162873328,4,,,,,,,,,,,,,,,
298,"Stålfjæra 32E, 0975 Oslo",Leilighet,43.0,48.0,2008,Eier (Selveier),,C - rød,2,143295922,7717.0,3167.0,2050.0,689424.0,87967.0,43.0,2900000.0,1,Lekker og moderne 2-roms | 17 minutter til Oslo S fra dørstokken | Sørvestvendt balkong | Garasje,3538.0,2991134.0,59.9504,10.8822,https://www.finn.no/realestate/homes/ad.html?finnkode=143295922,2,,,,,,,,,,,,,,,
299,"Gaustadveien 17A, 0372 Oslo",Leilighet,34.0,38.0,1955,Andel,,E - oransje,3,166097660,11566.0,109000.0,2934.0,605134.0,15119.0,26.0,2650000.0,1,Pen 1-roms|Vestvendt balkong på 8 kvm|Perfekt for førstegangskjøpere og pendlere|Kort vei til off.komm|Rett v/marka,5178.0,2774119.0,59.9546,10.72,https://www.finn.no/realestate/homes/ad.html?finnkode=166097660,1,,,,,,,,,,,,,,,
300,"Flaenveien 6, 0952 Oslo",Leilighet,70.0,77.0,1947,Andel,Ja,F - rød,3,166156821,,116000.0,4671.0,851268.0,15285.0,70.0,3250000.0,2,Topp- og endeleilighet med fantastiske solforhold. Balkong. Påkostet bad i 2019. Peisovn. 4 min til t-bane og buss.,42564.0,3381285.0,59.95415,10.871234,https://www.finn.no/realestate/homes/ad.html?finnkode=166156821,3,,,,,,,,,,,,,,,
301,"Arnljot Gellines vei 31, 0657 Oslo",Leilighet,69.0,78.0,1960,Aksje,Ja,E - lysegrønn,1,166146373,55288.0,463000.0,5297.0,,18975.0,67.0,3600000.0,2,Rålekker og stilren 3-roms oppusset i perioden 2010 til 2016 | Solrik balkong på 6 m² | Heis | V.v./ fyring inkl.,13188.0,4081975.0,59.905453,10.798116,https://www.finn.no/realestate/homes/ad.html?finnkode=166146373,3,,,,,,,,,,,,,,,
302,"Edvard Munchs vei 97, 1063 Oslo",Leilighet,74.0,79.0,1982,Eier (Selveier),,E - rød,4,166145995,24926.0,666.0,3807.0,869264.0,86122.0,74.0,3000000.0,2,Lys 3-roms selveier med garasjeplass og balkong | Baderom fra 2006 | Moderniseringsbehov | Heis direkte til/fra garasje,44664.0,3086788.0,59.93501,10.916223,https://www.finn.no/realestate/homes/ad.html?finnkode=166145995,3,,,,,,,,,,,,,,,
303,"Øverliveien 76, 1290 Oslo",Enebolig,130.0,143.0,2011,Eier (Selveier),,C - oransje,,166145243,,,,1473163.0,146400.0,127.0,5250000.0,4,"Innholdsrik og velholdt bolig med god planløsning, solrike uteplasser og romslig carport. Meget barnevennlig strøk.",295.0,5396400.0,59.83417,10.850287,https://www.finn.no/realestate/homes/ad.html?finnkode=166145243,,14181.0,,,,,,,,,,,,,,
304,"Ivan Bjørndals gate 23B, 0472 Oslo",Leilighet,76.0,85.0,2008,Eier (Selveier),,D - mørkegrønn,2,166145239,17380.0,6810.0,4602.0,1247963.0,173800.0,73.0,6500000.0,2,"Lys og stilfull 3-roms endeleilighet i historisk industribygning. Balkong, heis og garasjeplass. V.vann og fyring inkl.",565.0,6680610.0,59.93834,10.764418,https://www.finn.no/realestate/homes/ad.html?finnkode=166145239,3,,,,,,,,,,,,,,,
305,"Agmund Bolts vei 9, 0664 Oslo",Leilighet,48.0,52.0,1955,Andel,Ja,G - rød,4,166144172,20580.0,166000.0,2522.0,643265.0,13682.0,48.0,2900000.0,1,Attraktiv 2-roms toppleilighet | Sydvendt balkong på 8 m² | Vinduer og balkongdør byttet i 2018 | kort til off.komm,27646.0,3079682.0,59.913445,10.814741,https://www.finn.no/realestate/homes/ad.html?finnkode=166144172,2,,,,,,,,,,,,,,,
306,"Gunnar Schjelderups vei 33C, 0485 Oslo",Leilighet,31.0,34.0,1993,Andel,,D - rød,4,165964400,58185.0,1336000.0,9185.0,844726.0,1532.0,31.0,1400000.0,1,"Nydalen - Pen og arealeffektiv 2-roms med balkong, heis, og felles takterrasse - Rett ved Handelshøyskolen BI. VV inkl!",5085.0,2737532.0,59.9509,10.7742,https://www.finn.no/realestate/homes/ad.html?finnkode=165964400,2,,,,,,,,,,,,,,,
307,"Jørgen Løvlands gate 5, 0568 Oslo",Garasje/Parkering,,,,Eier (Selveier),,,,166123947,,,390.0,,23104.0,10.0,320000.0,,"Garasjeplass, med høy sikkerhet.",,343104.0,59.9284,10.775472,https://www.finn.no/realestate/homes/ad.html?finnkode=166123947,,,,,,,,Eiet,,,,,,,,
308,"Solstugrenda 38, 0671 Oslo",Rekkehus,170.0,188.0,1970,Eier (Selveier),,G - oransje,,166089167,,,,1610019.0,215222.0,151.0,8500000.0,4,Romslig innholdsrik kjedet bolig med svært god barnevennlig beliggenhet,177.0,8715222.0,59.9133,10.8488,https://www.finn.no/realestate/homes/ad.html?finnkode=166089167,6,11738.0,,,,,,,,,,,,,,
309,"Ulsholtveien 38, 1053 Oslo",Leilighet,105.0,113.0,1978,Andel,,E - rød,2,166106508,16457.0,208436.0,5109.0,1150345.0,8251.0,101.0,3400000.0,4,Sjelden 5-roms med trivelig balkong | Barnevennlig område | Garasje | Varmtvann inkl. | Lave omk.,29695.0,3616687.0,59.9454,10.8948,https://www.finn.no/realestate/homes/ad.html?finnkode=166106508,5,,,,,,,,,,,,,,,
310,"Bøkkerveien 10A, 0579 Oslo",Leilighet,,95.0,1930,Eier (Selveier),,G - mørkegrønn,5,166098822,,,3845.0,1616289.0,205372.0,85.0,8200000.0,3,"Eksklusiv 4-roms hjørneleilighet - 28 m² takterrasse med utsikt - Heis - To bad - Takhøyde på 2,75 M - Ny og ubebodd",12372.0,8405372.0,59.9277,10.7958,https://www.finn.no/realestate/homes/ad.html?finnkode=166098822,4,,,,,,,,,,,,,,,
311,"Bølerskrenten 33, 0691 Oslo",Leilighet,54.0,60.0,1955,Andel,,G - mørkegrønn,3,165832337,11602.0,63122.0,3306.0,796569.0,8252.0,54.0,3100000.0,2,Tiltalende endeleilighet med balkong - V.vann & fyring inkl. - Nærhet til Østmarka og off. kommunikasjon,36672.0,3171374.0,59.8795,10.8424,https://www.finn.no/realestate/homes/ad.html?finnkode=165832337,3,,,,,,,,,,,,,,,
312,"Olav Nygards veg 24, 0688 Oslo",Leilighet,78.0,86.0,1961,Andel,,F - mørkegrønn,2,165831606,21105.0,101708.0,4662.0,,8252.0,78.0,4300000.0,3,Meget pen 4-roms med balkong - Vv/fyring inkl. - Attraktiv beliggenhet - Nær marka og off.komm.,39522.0,4409960.0,59.8866,10.853,https://www.finn.no/realestate/homes/ad.html?finnkode=165831606,4,,,,,,,,,,,,,,,
313,"Bølerskrenten 4, 0691 Oslo",Leilighet,47.0,52.0,2005,Andel,,C - rød,3,165831314,12230.0,339884.0,2825.0,,1062.0,43.0,3100000.0,1,Arealeffektiv 2-roms med trivelig balkong på Bøler senter - Lave omk. - Ingen forkjøpsrett,13084.0,3440946.0,59.8833,10.8451,https://www.finn.no/realestate/homes/ad.html?finnkode=165831314,2,,,,,,,,,,,,,,,
314,"Agmund Bolts vei 5, 0664 Oslo",Leilighet,62.0,69.0,1953,Andel,Ja,G - rød,4,166096099,,213000.0,3243.0,824024.0,15285.0,62.0,3450000.0,2,Flott 3-roms topp- og endeleilighet *Sydvendt balkong. *Peis *Lekkert kjøkken m/integrerte hvitevarer.,65565.0,3678285.0,59.913113,10.815642,https://www.finn.no/realestate/homes/ad.html?finnkode=166096099,3,,,,,,,,,,,,,,,
315,"Lindebergåsen 28K, 1068 Oslo",Rekkehus,126.0,140.0,1976,Andel,,G - rød,,166094813,428502.0,382407.0,6194.0,1294440.0,8252.0,120.0,4100000.0,4,Andelsrekkehus med uteplass - nyere bad og vaskerom - barnevennelig  - lave omk.,15593.0,4490659.0,59.9285,10.883,https://www.finn.no/realestate/homes/ad.html?finnkode=166094813,5,,,,,,,,,,,,,,,
316,"Sannergata 26, 0557 Oslo",Leilighet,53.0,58.0,1896,Eier (Selveier),,G - rød,,165956740,19767.0,46664.0,4026.0,965530.0,112442.0,53.0,4200000.0,2,Rålekker og nyoppusset 3-roms med attraktiv beliggenhet på Grünerløkka | Selveier | Flott felles bakgård,315.0,4359106.0,59.9288,10.7643,https://www.finn.no/realestate/homes/ad.html?finnkode=165956740,3,,,,,,,,,,,,,,,
317,"Hellerudstubben 60B, 0671 Oslo",Leilighet,94.0,102.0,2004,Eier (Selveier),Ja,E - rød,5,166094783,22159.0,8368.0,2998.0,1101932.0,163400.0,91.0,5980000.0,2,Hellerud: Pen 3(4)-roms toppleil. m/stor terrasse på 39 kvm  | Fantastisk utsikt I Flotte solforhold | Garasjepl. I Heis,8341.0,6151768.0,59.91777,10.849473,https://www.finn.no/realestate/homes/ad.html?finnkode=166094783,,,,,,,,,,,,,,,,
318,"Langbølgen 41, 1150 Oslo",Leilighet,40.0,45.0,1967,Andel,,G - rød,1,165903815,4166.0,128000.0,2850.0,616256.0,8857.0,34.0,2500000.0,0,Munkelia - 1-roms leilighet med innglasset balkong. Kollektiv i umiddelbar nærhet. Lave felles kostnader.,,2636857.0,59.8669,10.813,https://www.finn.no/realestate/homes/ad.html?finnkode=165903815,1,,,,,,,Eiet,,,,,,,,
319,"Stallerudveien 91, 0693 Oslo",Leilighet,29.0,32.0,1963,Andel,,D - lysegrønn,7,165902852,,230898.0,2874.0,502031.0,8857.0,29.0,2200000.0,0,Fin 1-roms med alkove | Solrik vestvendt balkong med god utsikt,8462.0,2439755.0,59.8761,10.8437,https://www.finn.no/realestate/homes/ad.html?finnkode=165902852,1,,,,,,,,,,,,,,,
320,"Oppsaltoppen 16A, 0687 Oslo",Leilighet,73.0,81.0,1956,Andel,,F - mørkegrønn,3,165881951,,22776.0,3689.0,976090.0,8857.0,73.0,3750000.0,2,Lekker 3-roms på Oppsal | Fyring/varmtvann inkl. | Barnevennlig | Sydvendt balkong,22855.0,3781633.0,59.8986,10.8481,https://www.finn.no/realestate/homes/ad.html?finnkode=165881951,3,,,,,,,,,,,,,,,
321,"Frydenlundgata 10 B, 0169 Oslo",Leilighet,85.0,92.0,1901,Eier (Selveier),,G - rød,5,121170118,,,3148.0,,236872.0,85.0,8800000.0,2,"Ny, 3-roms loftsleilighet med eksklusivt preg, rålekkert designkjøkken og solrik takterrasse på 20 kvm. Fjordutsikt",689.0,9036872.0,59.924522,10.737469,https://www.finn.no/realestate/homes/ad.html?finnkode=121170118,3,,,,,,,,,,,,,,,
322,"Stovnerveien 36 E, 0982 Oslo",Enebolig,5.0,228.0,2009,Eier (Selveier),Ja,C - rød,,154347018,,,,1714217.0,202650.0,188.0,7500000.0,4,Velholdt enebolig fra 2009 - Egen inngang i underetasjen - Barnevennlig innerst i blindvei - Vinterhage og solrik hage!,2114.0,7702650.0,59.95252,10.936776,https://www.finn.no/realestate/homes/ad.html?finnkode=154347018,6,3164.0,,,,,,,,,,,,,,
323,"Middelthuns gate 13, 0368 Oslo",Leilighet,89.0,100.0,1909,Eier (Selveier),,,4,159288469,22076.0,,4439.0,1810886.0,177522.0,89.0,6490000.0,3,"Attraktiv, lys og klassisk 4/5-roms selveiet hjørneleilighet med solrik balkong og peis. Perfekt for utleie!",307.0,6667522.0,59.9269,10.7127,https://www.finn.no/realestate/homes/ad.html?finnkode=159288469,4,,,,,,,,,,,,,,,
324,"Knut Alvssons vei 25, 0574 Oslo",Leilighet,52.0,,1936,Andel,,,1,165061871,,170027.0,3460.0,,71960.0,52.0,3200000.0,1,FASTPRIS! Oppussingsobjekt som enkelt kan gjøres om til 3-roms. Nyere bad. V.vann/fyring inkl i lave felleskostnader,3004.0,3441987.0,59.933327,10.780162,https://www.finn.no/realestate/homes/ad.html?finnkode=165061871,3,,,,,,,,,,,,,,,
325,"Stålfjæra 44, 0975 Oslo",Leilighet,67.0,73.0,2008,Eier (Selveier),,D - rød,1,161722757,12023.0,4935.0,2911.0,960555.0,89750.0,63.0,3200000.0,2,MÅ SEES! | Lekker 3-roms selveier | Kjøkken fra 2017/18 | Markterrasse | Garasje* | Gasspeis | Investeringsobjekt!,3538.0,3294685.0,59.9504,10.8829,https://www.finn.no/realestate/homes/ad.html?finnkode=161722757,3,,,,,,,,,,,,,,,
326,"Gamle Hovsetervei 2C, 0768 Oslo",Leilighet,89.0,97.0,1991,Eier (Selveier),,,3,165836092,,68000.0,4350.0,,164522.0,89.0,5950000.0,3,"Lys og romslig 4-roms familieleilighet i barnevennlig område. Garasjeplass, balkong og god planløsning.",4550.0,6182522.0,59.94732,10.653983,https://www.finn.no/realestate/homes/ad.html?finnkode=165836092,,,,,,,,,,,,,5100000.0,6000000.0,,
327,"Lørenveien 55B, 0585 Oslo",Leilighet,89.0,98.0,2017,Eier (Selveier),,C - mørkegrønn,7,156768463,17000.0,,3861.0,1643800.0,196972.0,89.0,7600000.0,3,Rålekker og gj.gående 4-R med sjøutsikt - Toppetasje - Solrik balkong - Garasjeplass (2*) - Heis - Sentralt,3794.0,7796972.0,59.9289,10.7959,https://www.finn.no/realestate/homes/ad.html?finnkode=156768463,4,,,,,,,,,,,,,,,
328,"Vibes gate 15 A, 0356 Oslo",Leilighet,42.0,46.0,1900,Eier (Selveier),,G - rød,6,165766828,32849.0,,1030.0,,137122.0,42.0,4800000.0,1,"Nylig innredet og lekker 2-roms med sørøstvendt terrasse og høy standard. Meget attraktivt, rett ved Bogstadveien!",878.0,4937122.0,59.92696,10.724419,https://www.finn.no/realestate/homes/ad.html?finnkode=165766828,2,,,,,,,,,,,,,,,
329,"DARRES GATE 10, 0175 Oslo",Garasje/Parkering,0.0,,2010,Annet,,,,165183672,,,425.0,0.0,0.0,0.0,250000.0,0,Garasjeplass i moderne garasjeanlegg med opplegg for elbillading,,250000.0,59.92798,10.753076,https://www.finn.no/realestate/homes/ad.html?finnkode=165183672,,,,,,,,,,,,,,,,
330,"Fyrstikkalleen 9-19, 0661 Oslo",Garasje/Parkering,15.0,,2008,Andel,,,-1,165475918,,,2170.0,0.0,500.0,15.0,250000.0,0,Garasjeplass nr. 29 Fyrstikkalleen 9-19 Helsfyr,,250500.0,59.91426,10.794774,https://www.finn.no/realestate/homes/ad.html?finnkode=165475918,,,,,,,,,,,,,,,,
331,"Ljabruveien 26C, 1169 Oslo",Enebolig,66.0,90.0,2014,Eier (Selveier),,C - rød,,165479480,,,,,128900.0,54.0,4550000.0,1,Sjarmerende funkisbolig på sentral utsiktstomt. Gode solforhold og terrasse. Store utbedringsbehov!,170.0,4678900.0,59.856594,10.786378,https://www.finn.no/realestate/homes/ad.html?finnkode=165479480,,,,,,,,,,,,,,,,
332,"Lunden 43 K0104, 0598 Oslo",Leilighet,65.0,,2019,Eier (Selveier),,B - gul,1,165470687,,,,,21325.0,59.0,4650000.0,2,VOLLEBEKK / LUNDEN * Ny hjørneleilighet *3 roms selveier * 2 terrasser * 2 soverom * Garasje kan kjøpes,,4671325.0,59.938145,10.82818,https://www.finn.no/realestate/homes/ad.html?finnkode=165470687,3,,,,,,,Eiet,,,,,,,,
333,"Schleppegrells gate 16, 0556 Oslo",Leilighet,102.0,112.0,1893,Eier (Selveier),Ja,G - oransje,5,162757613,,131000.0,4403.0,1279665.0,183420.0,102.0,6500000.0,3,"Ikonisk bygård: 4(5)-roms loftsleilighet med hele 117 kvm gulvareal. Takkoppløft og takhøyde på ca 3,4 m. Nytt bad 2019.",348.0,6814420.0,59.9274,10.76139,https://www.finn.no/realestate/homes/ad.html?finnkode=162757613,4,,,,,,,,,,,,,,,
334,"Thomas Heftyes gate 64 D, 0267 Oslo",Leilighet,73.0,82.0,1929,Aksje,Ja,G - mørkegrønn,1,163504958,,150420.0,4485.0,1521882.0,11910.0,73.0,5300000.0,2,"Rett ved Frognerparken. Pen gjennomgående 3-roms m/peis, nyere bad og kjøkken. Vv og fyring inkludert. Ingen dok.avgift.",1451.0,5462330.0,59.92187,10.704245,https://www.finn.no/realestate/homes/ad.html?finnkode=163504958,,,,,,,,,,,,,,,,
335,"Ombergveien 18, 0283 Oslo",Leilighet,74.0,81.0,1968,Eier (Selveier),,G - oransje,3,165888624,,,3502.0,1341019.0,121250.0,74.0,4850000.0,2,"Lys, romslig og innholdsrik 3(4) roms toppleilighet|Garasje|Balkong|Peis|To boder|Kort vei til kollektivt og CC Vest.",8717.0,4971250.0,59.9206,10.6401,https://www.finn.no/realestate/homes/ad.html?finnkode=165888624,3,,452 51 817,,,,,,,,,,,,,
